"Field_ID","unique_ID","Survey_Event_ID","Observer","Survey_Date","Survey_Time","Wind","Temp","Sky_Code","Avg_Noise","Max_Noise","OVSP?","Site_Comments","Number_Detected","Expr1014","Lark_ID","Individual_ID","Sex","Age","Distance Band","Interval_1","Interval_2","Interval_3","Interval_4","Notes"
"23_2_1897",1897,455,"JMD","5/5/2023","7:20:00 AM",1.60,49.70,"4",56.10,72.90,0,"East side was recently clear-cut of tall trees
West side is horse pasture, edge recently mowed",0,,,,,,,,,,,
"23_2_1906",1906,344,"JMD","5/18/2023","8:35:00 AM",0.80,68.60,"0",68.30,81.40,0,"Regular traffic, noise from I-5 can be heard. Lots of buildings nearby
Tractor drove by during survey to mow roadside grass
Killdeer, swallows",0,,,,,,,,,,,
"23_2_1909",1909,369,"JMD","5/16/2023","7:14:00 AM",0.00,57.80,"0",43.10,55.10,0,"Killdeer, finches",0,,,,,,,,,,,
"23_2_1911",1911,348,"JMD","5/18/2023","8:02:00 AM",0.70,71.50,"0",58.60,81.80,0,"Dense mint field, 4-5 homes and church nearby
Swallows",0,,,,,,,,,,,
"23_2_1919",1919,329,"MLG","6/2/2023","9:44:00 AM",2.80,59.70,"0",5.10,34.70,0,"Other sp. SASP, GRSP??
Gravel rd. Tall grass on both sides. Breezy, made average noise higher than usual",0,,,,,,,,,,,
"23_2_1929",1929,409,"ATC","6/10/2023","8:42:00 AM",6.40,74.30,"0",69.50,87.30,0,"grass seed fields with clover a bit further away, house with sheep pasture, AMKE hunting, interrupted by conversation with motorcyclist. Flushed a pair of SHLA from the side of the road when pulling up to the point. Did not see the pair during survey.",2,626,626,2,"M","A","3","S","S","X","X","heard from the gravel road running through grass field"
"23_2_1929",1929,409,"ATC","6/10/2023","8:42:00 AM",6.40,74.30,"0",69.50,87.30,0,"grass seed fields with clover a bit further away, house with sheep pasture, AMKE hunting, interrupted by conversation with motorcyclist. Flushed a pair of SHLA from the side of the road when pulling up to the point. Did not see the pair during survey.",2,625,625,1,"M","A","4","S","S","S","X","head singing from the clover field"
"23_2_1993",1993,575,"JMD","6/15/2023","9:44:00 AM",0.30,70.80,"0",61.80,84.50,0,"Home nearby, low grass fields, light traffic, tall trees nearby lots of birdsong coming from them. 
Site is on a hilltop, parking is a bit dangerous. Parked at cementary entrance.",0,,,,,,,,,,,
"23_2_2018",2018,271,"ATC","5/9/2023","8:26:00 AM",0.00,57.20,"2",56.70,80.20,0,"trees on all sides, river on the left, pasture on the right",0,,,,,,,,,,,
"23_2_2019",2019,270,"ATC","5/9/2023","8:03:00 AM",0.60,56.70,"2",55.40,80.20,0,"tall grass on the right, pasture on the left with horses",0,,,,,,,,,,,
"23_2_2032",2032,331,"JMD","5/5/2023","6:30:00 AM",0.30,56.00,"2",71.40,89.40,0,"South roadside has tall trees, North side has mature orchard and blueberry fields
Busy road, does not seem suitable",0,,,,,,,,,,,
"23_2_2089",2089,346,"JMD","5/18/2023","6:20:00 AM",0.00,58.30,"0",50.30,66.60,0,"Tall trees surrounding, overgrown field, plane flew overhead
Spotted towhee, robins, blackbirds",0,,,,,,,,,,,
"23_2_2094",2094,366,"JMD","5/16/2023","6:32:00 AM",0.30,57.50,"0",44.90,66.20,0,,0,,,,,,,,,,,
"23_2_2110",2110,390,"ATC","6/5/2023","5:52:00 AM",0.00,48.10,"1",48.90,75.10,0,"grass seed in all directions",0,,,,,,,,,,,
"23_2_2131",2131,420,"ATC","6/8/2023","5:29:00 AM",0.00,58.70,"2",55.90,78.90,0,"grass seed on all sides, empty field nearby, patches of woods nearby",0,,,,,,,,,,,
"23_2_2134",2134,478,"JMD","5/20/2023","9:40:00 AM",0.40,64.30,"2",44.10,58.80,0,"Cows nearby. Exact site location is literally the only area not surrounded by shrubbery/trees, does not seem ideal. Lots of barn swallows, RWBB, AMGO, robins, possible woodpecker or meadowlark.",0,,,,,,,,,,,
"23_2_2145",2145,393,"ATC","6/5/2023","6:33:00 AM",1.80,56.00,"0",53.60,80.30,0,"grass seed on the left, fallow field on right side, woods nearby, buildings clsoe by, gravel road",1,623,623,1,"M","A","4","S","S","S","S","sang from the ground throughout survey, never got a visual, sounded very far away"
"23_2_2207",2207,552,"JMD","6/8/2023","7:25:00 AM",0.00,57.00,"2",38.00,52.50,0,"Clover field and grass field, gravel road. Nearby traffic noise.
Male SHLA spotted in the area before the survey began, then nothing during the actual survey.",0,,,,,,,,,,,
"23_2_2208",2208,326,"MLG","6/2/2023","8:43:00 AM",1.10,61.80,"0",0.10,35.80,0,"Other sp. RTHA, TUVU, SASP, MODO
Tall grass field to W, Brassica seed crop to E. Line of trees to NE",0,,,,,,,,,,,
"23_2_2213",2213,479,"JMD","5/20/2023","8:15:00 AM",0.60,63.00,"2",43.00,57.50,0,"Barn swallows",1,646,646,1,"U","A",,"X","C","X","C","Heard North of site point, in lower growth grass"
"23_2_2218",2218,468,"JMD","5/3/2023","8:04:00 AM",0.40,58.80,"1",40.20,55.40,0,"Tight road bend, tall trees on West side of road. Lots of birdsong coming from trees",0,,,,,,,,,,,
"23_2_2227",2227,343,"JMD","5/18/2023","8:47:00 AM",0.30,70.80,"0",51.70,82.90,0,"Group of houses along South side of road, sapling field along other",0,,,,,,,,,,,
"23_2_2257",2257,404,"ATC","6/9/2023","6:26:00 AM",1.70,56.30,"2",66.00,88.70,0,"grass seed fields, some look unkempt with weeds growing in them, woods nearby",0,,,,,,,,,,,
"23_2_2335",2335,454,"JMD","5/8/2023","6:23:00 AM",0.00,51.40,"4",40.70,60.80,0,"Pond on SE side with trees. North side has private property/no tresspassing signs - plenty of sites further west on road seem more suitable",0,,,,,,,,,,,
"23_2_2382",2382,359,"JMD","5/17/2023","7:10:00 AM",0.30,62.50,"0",67.90,87.40,0,"Regular traffic, tree along one side of road. Gravel road, steep ditches",0,,,,,,,,,,,
"23_2_2420",2420,496,"JMD","5/23/2023","6:52:00 AM",0.20,54.60,"2",37.60,55.20,0,"Spot seems ideal",0,,,,,,,,,,,
"23_2_2432",2432,471,"JMD","5/3/2023","6:26:00 AM",0.00,51.80,"2",50.90,64.00,0,"Mature hazlenuts to one side of road, taller grass on the other with little shoulder space on road",0,,,,,,,,,,,
"23_2_2443",2443,347,"JMD","5/18/2023","8:16:00 AM",0.70,71.00,"0",45.10,64.60,0,"Irrigation system on nearby, greenhouses along south side, people working nearby
Questionable site",0,,,,,,,,,,,
"23_2_2560",2560,463,"JMD","5/4/2023","6:32:00 AM",0.60,50.50,"2",43.30,66.90,0,"Train parked along South roadside, blocking view",0,,,,,,,,,,,
"23_2_2583",2583,352,"JMD","5/18/2023","6:48:00 AM",0.50,59.50,"0",38.40,63.90,0,"Very open space
Killdeer, robins",0,,,,,,,,,,,
"23_2_2584",2584,345,"JMD","5/18/2023","6:32:00 AM",1.00,53.50,"0",39.10,53.20,0,,0,,,,,,,,,,,
"23_2_2603",2603,368,"JMD","5/16/2023","6:10:00 AM",0.30,52.60,"0",51.10,55.60,0,"Clover field
Barn swallows nearby",0,,,,,,,,,,,
"23_2_2613",2613,399,"ATC","5/6/2023","9:09:00 AM",8.40,74.80,"0",83.20,102.80,0,"grass seed in all directions with fallow field adjecent to point, high winds made it more difficult to listen for birds. I also had a sneezing fit that may have infliated noise level",0,,,,,,,,,,,
"23_2_2696",2696,397,"ATC","6/5/2023","7:35:00 AM",3.30,67.30,"0",71.30,88.10,0,"buildings and trees along left side of road, small grass seed fields, clear cut with stumps and branches on right with woods beyond. Heavy traffic",0,,,,,,,,,,,
"23_2_2698",2698,470,"JMD","5/3/2023","7:06:00 AM",0.00,49.50,"2",44.10,45.30,0,"All gravel, driveways ditches on North side of road
Redwinged blackbirds, killdeer, various swallows",0,,,,,,,,,,,
"23_2_2727",2727,428,"ATC","6/8/2023","9:15:00 AM",1.80,70.70,"2",46.60,71.70,0,"grass seed fields in all directions, houses with trees in yard along left side of road",0,,,,,,,,,,,
"23_2_2728",2728,425,"ATC","6/8/2023","6:14:00 AM",1.20,63.00,"2",49.20,77.10,0,"grass seed fields in all directions, some look recently harvested, NOHA hunting in the distance (got much closer during survey)",1,634,634,1,"M","A","4","X","S","S","X","heard song from a long way away"
"23_2_2733",2733,363,"JMD","5/17/2023","6:55:00 AM",0.30,61.00,"0",53.20,79.00,0,"Grass over 3ft tall, single truck drove by
Barn swallows",0,,,,,,,,,,,
"23_2_2751",2751,540,"JMD","6/6/2023","6:51:00 AM",0.00,51.00,"0",67.40,83.00,0,"Highway 99. Songs coming from two distinct areas in the field and sometimes overlap. Killdeer. Train parked on tracks, blocking east view.",2,652,652,2,"U","A",,"S","S","S","X",
"23_2_2751",2751,540,"JMD","6/6/2023","6:51:00 AM",0.00,51.00,"0",67.40,83.00,0,"Highway 99. Songs coming from two distinct areas in the field and sometimes overlap. Killdeer. Train parked on tracks, blocking east view.",2,651,651,1,"U","A",,"S","S","S","S",
"23_2_2789",2789,358,"JMD","5/17/2023","7:35:00 AM",0.00,71.50,"0",70.00,82.00,0,"Heavy traffic: loud, hard to cross street to survey both sides, lots of trucks",0,,,,,,,,,,,
"23_2_2791",2791,407,"ATC","6/10/2023","5:42:00 AM",1.80,56.00,"2",46.90,71.80,0,"gravel raod with sparse grass seed on all sides",0,,,,,,,,,,,
"23_2_2792",2792,406,"ATC","6/10/2023","6:09:00 AM",3.00,58.30,"2",49.00,65.40,0,"fields on the left, hill with houses on the right, hills with woods nearby, field with cows nearby",0,,,,,,,,,,,
"23_2_2814",2814,497,"JMD","5/23/2023","7:10:00 AM",0.50,52.70,"2",53.30,74.60,0,"Busy road nearby. Steep ditches. Barn swallows",0,,,,,,,,,,,
"23_2_2987",2987,396,"ATC","6/5/2023","7:50:00 AM",0.00,72.90,"0",72.00,90.50,0,"houses with trees in yards, orchards and tree farms nearby, few open areas, fairly heavy traffic",0,,,,,,,,,,,
"23_2_3048",3048,356,"JMD","5/17/2023","7:50:00 AM",0.30,75.80,"0",71.10,82.40,0,"Heavy traffic, loud and cannot cross treet to check opposite side
Only blackbirds visible",0,,,,,,,,,,,
"23_2_3063",3063,412,"ATC","6/10/2023","6:28:00 AM",1.90,59.50,"2",52.50,82.80,0,"vineyards and empty cattle pasture with low ground cover, patches of trees nearby",1,627,627,1,"M","A","3","S","X","S","S","heard singing and seen flying over pasture, lost track of them, then heard them singing from the vienyard"
"23_2_3064",3064,413,"ATC","6/10/2023","6:51:00 AM",0.00,62.10,"2",59.30,87.80,0,"grass seed fields, empty fields with bare ground and grasses, some trees and brush along side of road, houses and buildings, also clover and vineyards further away",0,,,,,,,,,,,
"23_2_3214",3214,450,"JMD","5/8/2023","8:56:00 AM",0.30,55.50,"2",65.30,91.60,0,"South side is newly planted orchard, North side is tall grass, marsh-like
Lots of RWBB",0,,,,,,,,,,,
"23_2_3469",3469,498,"JMD","5/23/2023","6:35:00 AM",0.00,54.20,"2",41.10,57.80,0,"Field being watered (loud), around 2ft tall on both sides of road. Area further west on road seems more suitable for surveying. Gravel road, tall trees neary, lots of birdsong.",0,,,,,,,,,,,
"23_2_3478",3478,281,"ATC","5/9/2023","9:32:00 AM",0.00,58.90,"1",51.70,77.40,0,"cow pasture with patchess of trees, creek along side of road",0,,,,,,,,,,,
"23_2_3751",3751,273,"ATC","5/9/2023","7:05:00 AM",1.80,49.70,"3",69.90,86.20,0,"fallow field on the right, grass seed on the left",0,,,,,,,,,,,
"23_2_3838",3838,264,"ATC","5/18/2023","6:55:00 AM",1.70,62.50,"2",53.30,73.90,0,"grass seed field, woods nearby, house with shrubs close by, freeway about 300m away",0,,,,,,,,,,,
"23_2_3969",3969,424,"ATC","6/8/2023","8:13:00 AM",2.00,64.40,"2",73.60,90.00,0,"grass seed fields on the right, recently harvested grass seed on the left with train tracks beyond, houses and storage buildings with large paved areas, train went by during min 2-4.",1,633,633,1,"M","A","3","S","S","X","X","heard at the start of survey, interrupted by train. Sounded close to the train tracks, but I never got a visual"
"23_2_4048",4048,449,"JMD","5/8/2023","8:41:00 AM",0.40,55.90,"2",73.10,93.50,0,"Along I-5, very busy and loud; tall trees along other side. Original site is ON the I-5, opted for a parallel site on road directly on East side. Very unsuitable area for SHLA",0,,,,,,,,,,,
"23_2_4174",4174,324,"MLG","6/2/2023","7:37:00 AM",0.00,51.90,"0",0.50,22.40,0,"Other sp, SASP, BASW, CLSW
Tall grass fields on both sides. Mature hazelnut orchard 350m west",0,,,,,,,,,,,
"23_2_4179",4179,480,"JMD","5/20/2023","7:48:00 AM",1.30,60.40,"2",61.40,87.30,1,"Barns swallows",0,,,,,,,,,,,
"23_2_4180",4180,253,"ATC","5/10/2023","9:46:00 AM",2.80,71.10,"0",60.90,81.00,0,"grass seed fields on all sides, scattered trees",0,,,,,,,,,,,
"23_2_4321",4321,510,"JMD","5/30/2023","8:30:00 AM",0.40,55.00,"2",52.10,76.50,0,"South side has hazelnut field, North side has grass-covered hop field. Occasional traffic. RWBB, lots of birdsong.",0,,,,,,,,,,,
"23_2_4383",4383,275,"ATC","5/10/2023","8:42:00 AM",1.30,60.00,"1",56.30,69.00,0,"grass seed, scattered trees, buildings on the left",0,,,,,,,,,,,
"23_2_4408",4408,553,"JMD","6/8/2023","7:09:00 AM",0.00,55.70,"2",65.90,84.00,0,"Homes nearby, clover field. Regular traffic.
On the way to site, SHLA male landed RIGHT infront of the car on gravel road. Later found this was closer to site 2-2207.
RWBB, nortehrn harrier.",0,,,,,,,,,,,
"23_2_4416",4416,476,"JMD","5/20/2023","9:00:00 AM",0.60,58.40,"2",49.60,65.70,0,"Plane circling nearby - likely close to airport.",0,,,,,,,,,,,
"23_2_4478",4478,565,"JMD","6/13/2023","8:26:00 AM",0.10,68.30,"1",56.90,69.80,0,"Shoulder overgrown, had to park further down the road then walk to site. Regular traffic. 
Near Ankeny wildlife refuge.",0,,,,,,,,,,,
"23_2_4603",4603,246,"ATC","5/14/2023","7:36:00 AM",3.70,67.80,"0",58.30,87.30,0,"pasture with sheep, grass seed fields, house with tall trees",0,,,,,,,,,,,
"23_2_4669",4669,365,"JMD","5/16/2023","7:32:00 AM",0.50,60.80,"0",82.70,88.50,0,"Very busy highway: cannot cross road or hear anything but traffic
North side is dense clover field",0,,,,,,,,,,,
"23_2_4786",4786,290,"ATC","5/24/2023","9:19:00 AM",2.30,63.10,"0",65.90,87.70,0,"grass seed fields in all directions with patches of bare ground, wide shoulders on side of road.",2,611,611,1,"M","A","3","S","S","X","V","heard singing from the ground, later seen skylarking"
"23_2_4786",4786,290,"ATC","5/24/2023","9:19:00 AM",2.30,63.10,"0",65.90,87.70,0,"grass seed fields in all directions with patches of bare ground, wide shoulders on side of road.",2,612,612,2,"M","A","3","S","S","X","S","heard singing with other male form the ground"
"23_2_4844",4844,564,"JMD","6/13/2023","8:50:00 AM",0.00,66.50,"1",40.40,57.40,0,"East side lined with tall trees with lots of birdsong. West side is a grass area surrounded with tall trees and brambles, group of homes nearby. Did anyway, areas down the road would be more suitable.",0,,,,,,,,,,,
"23_2_4914",4914,456,"JMD","5/5/2023","7:41:00 AM",0.90,50.80,"2",73.30,89.90,0,"Very little road shoulder, tall trees nearby. Very busy road, steep dirty ditches",0,,,,,,,,,,,
"23_2_4991",4991,426,"ATC","6/8/2023","6:37:00 AM",0.00,66.00,"2",41.50,68.30,0,"gravel road, grass seed fields on all sides, small creek with shrubs and trees",0,,,,,,,,,,,
"23_2_5043",5043,567,"JMD","6/13/2023","6:10:00 AM",0.50,60.60,"0",73.70,88.90,0,"Very busy area on Highway 34, lots of traffic. Tall trees surround pockets of field. Brambles along east side block view of field beyond. Newer construction project on interstate nearby.",0,,,,,,,,,,,
"23_2_5052",5052,543,"JMD","6/6/2023","5:45:00 AM",0.30,53.30,"0",67.50,89.80,0,"highway 99, very busy. Train tracks blocking east view from road. West field view blocked by tall grass along edge. Train went by.",0,,,,,,,,,,,
"23_2_5055",5055,541,"JMD","6/6/2023","6:00:00 AM",0.00,53.90,"0",66.80,85.10,0,"Highway 99, very busy. Tall grass lines road, limits visibility. Tracks block east view. Lots of robins, loud killdeer.",0,,,,,,,,,,,
"23_2_5058",5058,484,"JMD","5/20/2023","6:52:00 AM",0.00,63.20,"1",61.30,82.90,0,"Steep/deep ditches. Tall grass on both raodsides. Swallows, geese.",0,,,,,,,,,,,
"23_2_5070",5070,499,"JMD","5/23/2023","6:13:00 AM",0.30,55.70,"2",69.40,91.20,0,"West field edge lined with tall oaks. Field being watered. Busy road.",0,,,,,,,,,,,
"23_2_5082",5082,462,"JMD","5/4/2023","7:48:00 AM",0.50,49.10,"2",59.20,81.60,0,"Occasional birdsong
Killdeer, swallows",0,,,,,,,,,,,
"23_2_5094",5094,427,"ATC","6/8/2023","8:44:00 AM",2.40,69.00,"2",38.10,62.90,0,"grass seed fields in all directions, some unused areas with bare ground, forbs and bunchgrass, house and barn nearby, gravel raod, NOHA hunting",0,,,,,,,,,,,
"23_2_5115",5115,242,"ATC","5/19/2023","6:23:00 AM",1.40,57.70,"1",63.70,86.70,0,"grass seed on all sides",0,,,,,,,,,,,
"23_2_5116",5116,237,"ATC","5/19/2023","8:32:00 AM",1.60,55.70,"1",61.80,83.40,0,"grass seed fields in all directions, bridge over small creek",0,,,,,,,,,,,
"23_2_5146",5146,367,"JMD","5/16/2023","5:51:00 AM",0.60,52.50,"0",75.70,91.60,0,"Barely hear anythign over traffic, tall tree surround plot",0,,,,,,,,,,,
"23_2_5242",5242,320,"MLG","6/2/2023","6:43:00 AM",0.00,46.90,"0",1.00,49.80,0,"Other sp. AMRO, RWBL, TRSW, NOFL, KILL, AMGO, OSPR
Wheat on N side, Tall grass on S side. Cottonwoods to west. Osprey nest on a platform",0,,,,,,,,,,,
"23_2_5267",5267,355,"JMD","5/17/2023","8:28:00 AM",1.00,63.30,"0",58.40,82.10,0,"Southside is mature hazelnut trees
Site near to houses with tall trees, lots of traffic",0,,,,,,,,,,,
"23_2_5268",5268,357,"JMD","5/17/2023","8:15:00 AM",0.30,73.50,"0",57.30,80.20,0,"South side has 3ft tall grass, houses nearby with tall trees
Single vehicle drove by",0,,,,,,,,,,,
"23_2_5280",5280,351,"JMD","5/18/2023","7:05:00 AM",1.00,59.20,"0",52.40,71.40,0,"Bind corner
Farm owner stopped to ask, friendly, says he would ""keep an eye out"" and has conservation interests",0,,,,,,,,,,,
"23_2_5298",5298,353,"JMD","5/17/2023","9:00:00 AM",1.00,67.00,"0",67.10,82.30,0,,0,,,,,,,,,,,
"23_2_5299",5299,354,"JMD","5/17/2023","8:45:00 AM",1.00,68.60,"0",66.80,89.80,0,"Regular traffic, lots of trash in ditches
Barn swallows",0,,,,,,,,,,,
"23_2_5303",5303,267,"ATC","5/18/2023","7:40:00 AM",0.00,64.00,"2",58.40,84.20,0,"grass seed one one side, brush on other side of with large bond beyond, freeway nearby",0,,,,,,,,,,,
"23_2_5320",5320,277,"ATC","5/10/2023","7:14:00 AM",0.00,56.00,"0",61.60,79.80,0,"grass seed and mint on one side, houses and trees on the other",0,,,,,,,,,,,
"23_2_5464",5464,323,"MLG","6/2/2023","8:03:00 AM",0.00,54.10,"0",4.30,75.90,0,"Other sp. EUST, SASP, BASW, TRSW
Tall grass fields on both sides. Fenceline with trees and shrubs to west, house w big trees to NE",0,,,,,,,,,,,
"23_2_5483",5483,453,"JMD","5/8/2023","6:45:00 AM",0.30,52.20,"2",74.70,95.30,0,"On HWY20, very busy. Tall trees along North side, tall grass everywhere.",0,,,,,,,,,,,
"23_2_5495",5495,549,"JMD","6/8/2023","6:03:00 AM",0.00,55.40,"2",45.30,54.40,0,"Busy road near highway 99E. Lots of different swallows, site next to hay storage warehouse.",0,,,,,,,,,,,
"23_2_5496",5496,255,"ATC","5/10/2023","9:24:00 AM",1.40,62.60,"0",60.00,81.60,0,"grass seed on the right, fallow field on the left with bare groudn and bunchgrass",1,608,608,1,"M","A","4","S","X","X","X","heard song in the distance but never got a visual"
"23_2_5519",5519,459,"JMD","5/4/2023","7:17:00 AM",1.50,48.20,"2",68.40,88.50,0,"Point is at a road crossection, and tree-lined creek.
Unfortunate coincidence: trashtruck came by to get trash from driveway at the end of the road",0,,,,,,,,,,,
"23_2_5543",5543,481,"JMD","5/20/2023","7:07:00 AM",0.70,60.20,"2",58.60,58.50,0,"Homes along east side, west side is grass over 4ft tall, steep ditches. Lots RWBB",0,,,,,,,,,,,
"23_2_5556",5556,361,"JMD","5/16/2023","8:10:00 AM",0.50,66.50,"0",41.80,52.10,0,,0,,,,,,,,,,,
"23_2_5613",5613,251,"ATC","5/10/2023","7:54:00 AM",2.00,55.50,"0",54.70,81.60,0,"grasss production on both sides, small creek with short trees",0,,,,,,,,,,,
"23_2_5632",5632,401,"ATC","6/9/2023","7:59:00 AM",2.60,62.60,"2",53.90,78.10,0,"grass seed fields, houses nearby, hill with oaks nearby",0,,,,,,,,,,,
"23_2_5684",5684,279,"ATC","5/9/2023","7:31:00 AM",1.40,54.30,"3",73.30,95.30,0,"overgrown field on the right, houses and trees on the left, MAKE hunting",0,,,,,,,,,,,
"23_2_5724",5724,460,"JMD","5/4/2023","6:56:00 AM",0.80,50.50,"2",66.60,92.20,0,"Sharp ditches, tall trees along East roadside. Regular traffic flow",0,,,,,,,,,,,
"23_2_5742",5742,475,"JMD","5/20/2023","8:40:00 AM",0.10,64.90,"2",34.90,55.20,0,"Grass is 4ft or greater in height on both sides of road, home nearby.",0,,,,,,,,,,,
"23_2_5774",5774,266,"ATC","5/18/2023","8:02:00 AM",3.60,53.50,"2",78.70,89.50,0,"field with sheep on one side, marshy field on the other side, many clumps of trees",0,,,,,,,,,,,
"23_2_5798",5798,392,"ATC","6/5/2023","6:09:00 AM",2.10,48.40,"0",59.80,87.20,0,"wheat and grass seed, houses with trees, small corral with cows right next to road",0,,,,,,,,,,,
"23_2_5803",5803,408,"ATC","6/10/2023","8:26:00 AM",5.40,65.40,"0",61.00,86.40,0,"large field of legume crop on the left, buildings and sheep pens on the right",0,,,,,,,,,,,
"23_2_5819",5819,395,"ATC","6/5/2023","6:56:00 AM",4.50,57.00,"0",54.10,76.50,0,"grass seed on the left, fallow field on the right (same field observed from point 2145), houses, some patches with trees",0,,,,,,,,,,,
"23_2_5827",5827,321,"MLG","6/2/2023","7:02:00 AM",1.50,48.00,"0",0.70,58.20,0,"Other sp. RWBL, SASP, BASW
Tall grass on both sides of the road",0,,,,,,,,,,,
"23_2_5828",5828,322,"MLG","6/2/2023","7:19:00 AM",0.00,49.30,"0",2.80,66.90,0,"Other sp. MODO, WEME, AMRO, SASP, HOFI, EUCD, BASW, EVGR, KILL, SOSP, BUOR, RTHA, ACWO, WETA, WEWP
House + barn to NW of point, clover to S, tall grass to N. Oak trees running N-S just west of point.",0,,,,,,,,,,,
"23_2_5839",5839,402,"ATC","6/9/2023","7:28:00 AM",3.80,59.70,"2",46.90,68.10,0,"grass seed on the left, small empty pasture on the right with woods beyond",0,,,,,,,,,,,
"23_2_5843",5843,472,"JMD","5/3/2023","6:50:00 AM",0.00,49.40,"2",69.60,81.90,0,"Tall trees to one side. Heavy traffic (can't cross road). Steep ditches on both sides
Turkeys",0,,,,,,,,,,,
"23_2_5845",5845,448,"JMD","5/8/2023","8:10:00 AM",0.50,51.50,"2",62.90,84.80,0,"Infront of houses, does not appear suitable. Steep ditches. West field is mostly clover.",0,,,,,,,,,,,
"23_2_947",947,325,"MLG","6/2/2023","8:20:00 AM",1.80,59.70,"0",3.60,76.90,0,"Other sp. KILL, EUST, BASW, RWBL
Tall grass fields on both sides. Hay barns 210m N",0,,,,,,,,,,,
"23_2-5727",5727,539,"JMD","6/6/2023","6:34:00 AM",0.00,53.20,"0",63.40,85.70,0,"Home nearby, open fields. Robins, swallows. Light, regular traffic.",0,,,,,,,,,,,
"23_3_0007",7,490,"JMD","5/22/2023","6:02:00 AM",0.50,53.00,"2",41.30,60.70,0,"Questionable site: east side is hazelnut field, west side has home with barns and trees surrounding. Did anyway. Robins and RWBB",0,,,,,,,,,,,
"23_3_0032",32,493,"JMD","5/22/2023","7:47:00 AM",3.20,57.80,"2",63.50,85.60,0,"Open field but road lined by tall trees, wind through much foliage made it hard to hear much.
Lots of blackbirds, swallows.",0,,,,,,,,,,,
"23_3_0041",41,488,"JMD","5/22/2023","6:55:00 AM",0.30,54.00,"2",48.60,66.70,0,"Lots of robins. Site is on a hilltop, effects visibility along road edge.",0,,,,,,,,,,,
"23_3_0049",49,487,"JMD","5/22/2023","7:25:00 AM",2.00,54.00,"2",53.00,74.20,0,"Vineyard and blueberry fields, not ideal. Northern harrier went by chased by birds. Swallows present.",0,,,,,,,,,,,
"23_3_0272",272,492,"JMD","5/22/2023","9:15:00 AM",3.20,58.00,"2",59.30,83.10,0,"South side is mature hazelnut trees with lots of songbirds, North side is field with grass about 2.5 feet tall. Cows nearby.",0,,,,,,,,,,,
"23_3_0276",276,495,"JMD","5/22/2023","9:30:00 AM",0.50,63.50,"2",53.00,75.10,0,"Northern harrier over field. Site across from homes with barns, lots of barn swallows. Killdeer, kestrel.",0,,,,,,,,,,,
"23_3_0404",404,563,"JMD","6/11/2023","7:50:00 AM",0.30,61.00,"1",36.90,47.40,0,"Homes with barns nearby and tall trees, fields are shorter growth, lots of birdsong. 
Barn swallows, mourning doves.",0,,,,,,,,,,,
"23_3_0570",570,247,"ATC","5/14/2023","9:13:00 AM",2.00,86.00,"0",59.90,78.80,0,"woods on the left, small field of grass seeds on the right with hazelnut orchards beyond",0,,,,,,,,,,,
"23_3_0608",608,513,"JMD","5/30/2023","7:46:00 AM",0.30,55.00,"2",63.30,86.50,0,"Site seems ideal
Killdeer, robins",0,,,,,,,,,,,
"23_3_0620",620,222,"ATC","5/4/2023","6:30:00 AM",2.00,54.40,"2",65.00,82.80,0,"Residential area with large trees on all sides",0,,,,,,,,,,,
"23_3_0642",642,259,"ATC","5/17/2023","8:03:00 AM",2.30,65.20,"0",59.50,89.60,0,"conifer trees on one side, field with short grass and some bare ground, small field of christmas trees",0,,,,,,,,,,,
"23_3_0680",680,248,"ATC","5/14/2023","9:36:00 AM",2.30,82.40,"0",55.50,77.40,0,"houses and trees on one side, grass seed on the other side with bare ground, loud lawnmower close by",0,,,,,,,,,,,
"23_3_0833",833,256,"ATC","5/17/2023","6:47:00 AM",0.00,60.50,"0",48.10,69.40,0,"cattle pasture in all directions with areas of short and tall grass, house and barn nearby, creek running through pasture. Hill made it difficult to observe the enitre survey area",2,636,636,1,"M","A","2","X","S","X","C","song heard in flight, later heard calling in same direction"
"23_3_0833",833,256,"ATC","5/17/2023","6:47:00 AM",0.00,60.50,"0",48.10,69.40,0,"cattle pasture in all directions with areas of short and tall grass, house and barn nearby, creek running through pasture. Hill made it difficult to observe the enitre survey area",2,637,637,1,"F","A","2","X","V","X","C","seen flying with male, later heard calling"
"23_3_0835",835,261,"ATC","5/17/2023","7:15:00 AM",1.30,59.70,"0",59.20,80.90,0,"tall oak trees along side of road on one side, open fields with cattle grazing, hazelnut orchard, scattered patches of oaks",0,,,,,,,,,,,
"23_3_0840",840,250,"ATC","5/14/2023","8:12:00 AM",0.60,74.20,"0",59.70,81.40,0,"grass seed field with hedgerow, houses with tall trees nearby",0,,,,,,,,,,,
"23_3_0955",955,558,"JMD","6/11/2023","6:05:00 AM",0.30,54.00,"0",41.90,51.60,0,"Field being watered
Barn swallows, killdeer close",1,657,657,1,"U","A",,"S","S","X","X",
"23_3_0980",980,516,"JMD","5/30/2023","6:30:00 AM",0.20,54.10,"2",65.90,81.90,0,"South side is overgrown with trees, shrubery and tall grasses. North side is taller flowering field Regular traffic. Seems SHLA unsuitable but surveyed anyway.",0,,,,,,,,,,,
