OBJECTID,Site_ID,FID,ln_UTM1083,lt_UTM1083,siteID,siteuse,replsit,ln_WGS84,lt_WGS84,stratum,wgt,ip,caty,aux,uniq_ID,srvy_st,keep,fr_yr__,pct_suitable_2021,OBJECTID_1,ORIG_FID,ID,FEATTYP,FT,F_JNCTID,F_JNCTTYP,T_JNCTID,T_JNCTTYP,PJ,METERS,FRC,NETCLASS,NETBCLASS,NET2CLASS,SOL,NAMETYP,CHARGE,SHIELDNUM,RTETYP,RTEDIR,RTEDIRVD,PROCSTAT,FOW,SLIPRD,FREEWAY,BACKRD,TOLLRD,RDCOND,STUBBLE,PRIVATERD,CONSTATUS,ONEWAY,F_BP,T_BP,F_ELEV,T_ELEV,KPH,MINUTES,POSACCUR,CARRIAGE,LANES,RAMP,ADAS,TRANS,DYNSPEED,SPEEDCAT,NTHRUTRAF,ROUGHRD,PARTSTRUC,STATE,FULLNAME,PREFIX,PRETYPE,NAME,TYPE,SUFFIX,NAME_DIR,NAMELC,GIS_PRC_DT,Shape_Length,Shape_Area,recovery_zone,unique_ID,max_2017,max_2018,max_2020,max_2021,max_2017_scaled,max_2018_scaled,max_2020_scaled,max_2021_scaled,X_coord,Y_coord,four_year_avg,four_year_avg_scaled,pct_suitable_2021_2022
152,3011,10,484795,4946360,Site-011,Legacy,None,-123.189999999999998,44.670000000000002,None,11.130000000000001,0.080000000000000,None,0.730000000000000,3771,1,1,0.730000000000000,0.1204103,4754,3978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NW,,RYALS,AVE,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,3771,6,7,5,7,0.5980000,0.6960000,0.5000000,0.6960000,-123.1918259,44.6704636,6.2500000,0.7305883,0.1204103
153,3012,11,478317,4986120,Site-012,Legacy,None,-123.269999999999996,45.020000000000003,None,8.720000000000001,0.110000000000000,None,0.930000000000000,4928,1,1,0.930000000000000,0.0000009,6311,5535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BECK,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,4928,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-123.2752533,45.0281563,8.0000000,0.9323530,0.0000009
154,3013,12,477020,4897050,Site-013,Legacy,None,-123.280000000000001,44.219999999999999,None,8.720000000000001,0.110000000000000,None,0.930000000000000,4296,1,1,0.930000000000000,0.3811750,5505,4729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CORY,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,4296,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-123.2877274,44.2262993,8.0000000,0.9323530,0.3811750
155,3014,13,480031,4896460,Site-014,Legacy,None,-123.250000000000000,44.219999999999999,None,8.720000000000001,0.110000000000000,None,0.930000000000000,4387,1,1,0.930000000000000,0.8485355,5621,4845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASHBURN,LN,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,4387,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-123.2499924,44.2211342,8.0000000,0.9323530,0.8485355
156,3015,14,487989,4959220,Site-015,Legacy,None,-123.150000000000006,44.780000000000001,None,10.320000000000000,0.090000000000000,None,0.780000000000000,5648,1,1,0.780000000000000,0.0146302,7377,6601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUENA VISTA,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,5648,6,7,6,8,0.5980000,0.6960000,0.5980000,0.7940000,-123.1518250,44.7862778,6.7500000,0.7882353,0.0146302
157,3016,15,473214,4982880,Site-016,Legacy,None,-123.329999999999998,44.990000000000002,None,9.609999999999999,0.100000000000000,None,0.840000000000000,4619,1,1,0.840000000000000,0.4129817,5923,5147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STARR,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,4619,6,7,8,8,0.5980000,0.6960000,0.7940000,0.7940000,-123.3398590,44.9988632,7.2500000,0.8458824,0.4129817
158,3017,16,478654,4972190,Site-017,Legacy,None,-123.260000000000005,44.899999999999999,None,11.130000000000001,0.080000000000000,None,0.730000000000000,981,1,1,0.730000000000000,0.0000000,1325,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLOW CORNER,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,981,6,6,6,7,0.5980000,0.5980000,0.5980000,0.6960000,-123.2703781,44.9028168,6.2500000,0.7305883,0.0000000
159,3018,17,475628,4919070,Site-018,Legacy,None,-123.299999999999997,44.420000000000002,None,11.590000000000000,0.080000000000000,None,0.700000000000000,3166,1,1,0.700000000000000,0.0000000,3991,3215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FINLEY REFUGE,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,3166,6,6,6,6,0.5980000,0.5980000,0.5980000,0.5980000,-123.3061752,44.4245377,6.0000000,0.7017647,0.0000000
160,3019,18,480523,4888550,Site-019,Legacy,None,-123.239999999999995,44.140000000000001,None,9.000000000000000,0.110000000000000,None,0.900000000000000,3713,1,1,0.900000000000000,0.3022361,4679,3903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEADOWVIEW,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,3713,6,8,8,9,0.5980000,0.7940000,0.7940000,0.8920000,-123.2435532,44.1499329,7.7500000,0.9035294,0.3022361
161,3020,19,474678,4987810,Site-020,Legacy,None,-123.319999999999993,45.039999999999999,None,10.320000000000000,0.090000000000000,None,0.780000000000000,1398,1,1,0.780000000000000,0.6719756,1826,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST PERRYDALE,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,1398,6,6,5,10,0.5980000,0.5980000,0.5000000,0.9900000,-123.3215332,45.0432968,6.7500000,0.7882353,0.6719756
162,3021,20,468051,4987720,Site-021,Legacy,None,-123.400000000000006,45.039999999999999,None,8.720000000000001,0.110000000000000,None,0.930000000000000,3367,1,1,0.930000000000000,0.2537334,4239,3463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED PRAIRIE,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,3367,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-123.4056702,45.0422058,8.0000000,0.9323530,0.2537334
163,3022,21,480423,4923360,Site-022,Legacy,None,-123.239999999999995,44.460000000000001,None,11.130000000000001,0.080000000000000,None,0.730000000000000,3855,1,1,0.730000000000000,0.1930377,4874,4098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMITH,LP,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,3855,5,6,6,8,0.5000000,0.5980000,0.5980000,0.7940000,-123.2461014,44.4632950,6.2500000,0.7305883,0.1930377
164,3023,22,487548,4972870,Site-023,Legacy,None,-123.150000000000006,44.899999999999999,None,9.609999999999999,0.100000000000000,None,0.840000000000000,5257,1,1,0.840000000000000,0.0193298,6792,6016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENCE,HWY,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,5257,7,7,7,8,0.6960000,0.6960000,0.6960000,0.7940000,-123.1577454,44.9091682,7.2500000,0.8458824,0.0193298
165,3024,23,482341,4986310,Site-024,Legacy,None,-123.219999999999999,45.030000000000001,None,9.300000000000001,0.100000000000000,None,0.870000000000000,2821,1,1,0.870000000000000,0.3639919,3523,2747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEVENSON,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,2821,6,8,8,8,0.5980000,0.7940000,0.7940000,0.7940000,-123.2241821,45.0300636,7.5000000,0.8747059,0.3639919
166,3025,24,482625,4963920,Site-025,Legacy,None,-123.219999999999999,44.820000000000000,None,9.949999999999999,0.100000000000000,None,0.810000000000000,3617,1,1,0.810000000000000,0.0351478,4565,3789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAPLETON,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,3617,5,8,7,8,0.5000000,0.7940000,0.6960000,0.7940000,-123.2197952,44.8285217,7.0000000,0.8170588,0.0351478
167,3026,25,488459,4947130,Site-026,Legacy,None,-123.140000000000001,44.670000000000002,None,11.590000000000000,0.080000000000000,None,0.700000000000000,4456,1,1,0.700000000000000,0.0000000,5718,4942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NW,,POWERS,AVE,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,4456,6,6,6,6,0.5980000,0.5980000,0.5980000,0.5980000,-123.1456146,44.6774864,6.0000000,0.7017647,0.0000000
168,3027,26,484051,4970020,Site-027,Legacy,None,-123.200000000000003,44.880000000000003,None,12.090000000000000,0.080000000000000,None,0.670000000000000,5180,1,1,0.670000000000000,0.0000000,6675,5899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROGERS,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,5180,5,6,6,6,0.5000000,0.5980000,0.5980000,0.5980000,-123.2019501,44.8834648,5.7500000,0.6729411,0.0000000
169,3028,27,474096,4905090,Site-028,Legacy,None,-123.319999999999993,44.289999999999999,None,10.710000000000001,0.090000000000000,None,0.750000000000000,4072,1,1,0.750000000000000,0.0060305,5182,4406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHERRY CREEK,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,4072,5,7,6,8,0.5000000,0.6960000,0.5980000,0.7940000,-123.3247299,44.2986298,6.5000000,0.7594118,0.0060305
170,3029,28,481786,4907910,Site-029,Legacy,None,-123.219999999999999,44.320000000000000,None,10.710000000000001,0.090000000000000,None,0.750000000000000,3086,1,1,0.750000000000000,0.0000000,3878,3102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,INGRAM ISLAND,PL,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,3086,8,6,6,6,0.7940000,0.5980000,0.5980000,0.5980000,-123.2284241,44.3241882,6.5000000,0.7594118,0.0000000
171,3030,29,487824,4961410,Site-030,Legacy,None,-123.150000000000006,44.799999999999997,None,9.949999999999999,0.100000000000000,None,0.810000000000000,991,1,1,0.810000000000000,0.0000000,1339,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIGRICH,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,991,8,8,5,7,0.7940000,0.7940000,0.5000000,0.6960000,-123.1539688,44.8059845,7.0000000,0.8170588,0.0000000
172,3031,30,477607,4982700,Site-031,Legacy,None,-123.280000000000001,44.990000000000002,None,9.300000000000001,0.100000000000000,None,0.870000000000000,4542,1,1,0.870000000000000,0.3855184,5815,5039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERRYDALE,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,4542,7,8,7,8,0.6960000,0.7940000,0.6960000,0.7940000,-123.2841034,44.9973907,7.5000000,0.8747059,0.3855184
173,3032,31,481320,4978790,Site-032,Legacy,None,-123.230000000000004,44.960000000000001,None,11.130000000000001,0.080000000000000,None,0.730000000000000,4245,1,1,0.730000000000000,0.1681794,5431,4655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVILLE,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,4245,6,6,5,8,0.5980000,0.5980000,0.5000000,0.7940000,-123.2368546,44.9622841,6.2500000,0.7305883,0.1681794
174,3033,32,478222,4885450,Site-033,Legacy,None,-123.269999999999996,44.119999999999997,None,9.609999999999999,0.100000000000000,None,0.840000000000000,3056,1,1,0.840000000000000,0.0018854,3845,3069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOUDEN,LN,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,3056,7,7,8,7,0.6960000,0.6960000,0.7940000,0.6960000,-123.2721939,44.1218834,7.2500000,0.8458824,0.0018854
175,3034,33,474015,4988460,Site-034,Legacy,None,-123.329999999999998,45.039999999999999,None,9.949999999999999,0.100000000000000,None,0.810000000000000,1577,1,1,0.810000000000000,0.0116632,2035,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEJONG,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,1577,7,8,6,7,0.6960000,0.7940000,0.5980000,0.6960000,-123.3299713,45.0491409,7.0000000,0.8170588,0.0116632
176,3035,34,467512,4990870,Site-035,Legacy,None,-123.409999999999997,45.070000000000000,None,9.609999999999999,0.100000000000000,None,0.840000000000000,2946,1,1,0.840000000000000,0.0203493,3691,2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED PRAIRIE,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,2946,7,8,6,8,0.6960000,0.7940000,0.5980000,0.7940000,-123.4127045,45.0705414,7.2500000,0.8458824,0.0203493
177,3036,35,479301,4921610,Site-036,Legacy,None,-123.260000000000005,44.439999999999998,None,11.130000000000001,0.080000000000000,None,0.730000000000000,4492,1,1,0.730000000000000,0.1461339,5761,4985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMITH,LP,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,4492,7,5,5,8,0.6960000,0.5000000,0.5000000,0.7940000,-123.2601395,44.4475327,6.2500000,0.7305883,0.1461339
178,3037,36,485990,4974480,Site-037,Legacy,None,-123.170000000000002,44.920000000000002,None,10.320000000000000,0.090000000000000,None,0.780000000000000,3873,1,1,0.780000000000000,0.0060170,4904,4128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREENWOOD,RD,S,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,3873,6,8,6,7,0.5980000,0.7940000,0.5980000,0.6960000,-123.1775208,44.9236412,6.7500000,0.7882353,0.0060170
179,3038,37,478312,4996760,Site-038,Legacy,None,-123.269999999999996,45.119999999999997,None,11.130000000000001,0.080000000000000,None,0.730000000000000,10,1,1,0.730000000000000,0.0146397,26,26,488400000921679,4110,0,488400200144816,0,488400200151795,0,0,1347.099999999999909,6,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,1,32,2.526000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW Delashmutt Ln,SW, ,Delashmutt,Ln, ,,en,,1256.637061435917303,125663.706143591727596,3,10,5,7,5,8,0.5000000,0.6960000,0.5000000,0.7940000,-123.2757645,45.1240044,6.2500000,0.7305883,0.0146397
180,3039,38,483943,4962970,Site-039,Legacy,None,-123.200000000000003,44.810000000000002,None,9.949999999999999,0.100000000000000,None,0.810000000000000,3153,1,1,0.810000000000000,0.3448344,3977,3201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGHLAND,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,3153,6,8,6,8,0.5980000,0.7940000,0.5980000,0.7940000,-123.2031021,44.8199539,7.0000000,0.8170588,0.3448344
181,3040,39,483120,4900090,Site-040,Legacy,None,-123.209999999999994,44.250000000000000,None,9.949999999999999,0.100000000000000,None,0.810000000000000,3759,1,1,0.810000000000000,0.2173282,4739,3963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOFTDAHL,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,3759,6,6,8,8,0.5980000,0.5980000,0.7940000,0.7940000,-123.2114487,44.2538681,7.0000000,0.8170588,0.2173282
182,3041,40,485175,4958130,Site-041,Legacy,None,-123.180000000000007,44.770000000000003,None,9.949999999999999,0.100000000000000,None,0.810000000000000,3604,1,1,0.810000000000000,0.0579082,4552,3776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CORVALLIS,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,3604,6,6,8,8,0.5980000,0.5980000,0.7940000,0.7940000,-123.1873703,44.7763939,7.0000000,0.8170588,0.0579082
183,3042,41,479672,4978460,Site-042,Legacy,None,-123.250000000000000,44.950000000000003,None,10.710000000000001,0.090000000000000,None,0.750000000000000,5450,1,1,0.750000000000000,0.1786129,7107,6331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVILLE,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,5450,6,7,5,8,0.5980000,0.6960000,0.5000000,0.7940000,-123.2577362,44.9592934,6.5000000,0.7594118,0.1786129
184,3043,42,474216,4899090,Site-043,Legacy,None,-123.319999999999993,44.240000000000002,None,9.000000000000000,0.110000000000000,None,0.900000000000000,643,1,1,0.900000000000000,0.0135365,909,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FERGUSON,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,643,7,7,8,9,0.6960000,0.6960000,0.7940000,0.8920000,-123.3229370,44.2446060,7.7500000,0.9035294,0.0135365
185,3044,43,471675,4912780,Site-044,Legacy,None,-123.349999999999994,44.359999999999999,None,10.320000000000000,0.090000000000000,None,0.780000000000000,4509,1,1,0.780000000000000,0.0788518,5781,5005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BELLFOUNTAIN,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,4509,6,8,5,8,0.5980000,0.7940000,0.5000000,0.7940000,-123.3554916,44.3677597,6.7500000,0.7882353,0.0788518
186,3045,44,484542,4900190,Site-045,Legacy,None,-123.189999999999998,44.250000000000000,None,13.220000000000001,0.070000000000000,None,0.610000000000000,3047,1,1,0.610000000000000,0.0000000,3830,3054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALBANY-JUNCTION CITY,HWY,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,3047,5,5,5,6,0.5000000,0.5000000,0.5000000,0.5980000,-123.1936340,44.2547798,5.2500000,0.6152941,0.0000000
187,3046,45,473018,4992600,Site-046,Legacy,None,-123.340000000000003,45.079999999999998,None,10.710000000000001,0.090000000000000,None,0.750000000000000,47,1,1,0.750000000000000,0.0037302,80,80,488400001225066,4110,0,488400200158260,0,488400200156484,0,0,3820.199999999999818,6,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,1,0,32,7.166000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW Loganberry Ln,SW, ,Loganberry,Ln, ,,en,,1256.637061435917303,125663.706143591727596,3,47,8,7,4,7,0.7940000,0.6960000,0.4020000,0.6960000,-123.3428574,45.0863113,6.5000000,0.7594118,0.0037302
188,3047,46,483285,4980460,Site-047,Legacy,None,-123.209999999999994,44.969999999999999,None,11.590000000000000,0.080000000000000,None,0.700000000000000,3242,1,1,0.700000000000000,0.0406109,4089,3313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROWLEY,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,3242,5,8,4,7,0.5000000,0.7940000,0.4020000,0.6960000,-123.2119980,44.9773750,6.0000000,0.7017647,0.0406109
189,3048,47,473164,4929800,Site-048,Legacy,None,-123.329999999999998,44.520000000000003,None,8.720000000000001,0.110000000000000,None,0.930000000000000,3737,1,1,0.930000000000000,0.3309797,4712,3936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BELLFOUNTAIN,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,3737,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-123.3376846,44.5210381,8.0000000,0.9323530,0.3309797
190,3049,48,483844,4887350,Site-049,Legacy,None,-123.200000000000003,44.130000000000003,None,9.000000000000000,0.110000000000000,None,0.900000000000000,4167,1,1,0.900000000000000,0.2531539,5329,4553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREEN HILL,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,4167,7,8,8,8,0.6960000,0.7940000,0.7940000,0.7940000,-123.2019806,44.1391373,7.7500000,0.9035294,0.2531539
191,3050,49,476359,4997300,Site-050,Legacy,None,-123.299999999999997,45.119999999999997,None,11.130000000000001,0.080000000000000,None,0.730000000000000,5428,1,1,0.730000000000000,0.0005449,7068,6292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SALMON RIVER,HWY,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,5428,8,5,5,7,0.7940000,0.5000000,0.5000000,0.6960000,-123.3006287,45.1287308,6.2500000,0.7305883,0.0005449
192,3051,50,483175,4954590,Site-051,Legacy,None,-123.209999999999994,44.740000000000002,None,9.949999999999999,0.100000000000000,None,0.810000000000000,955,1,1,0.810000000000000,0.4098432,1296,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUVER,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,955,5,8,7,8,0.5000000,0.7940000,0.6960000,0.7940000,-123.2125244,44.7444725,7.0000000,0.8170588,0.4098432
193,3052,51,481076,4918780,Site-052,Legacy,None,-123.230000000000004,44.420000000000002,None,9.000000000000000,0.110000000000000,None,0.900000000000000,4549,1,1,0.900000000000000,0.0000000,5824,5048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOLDER,LN,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,4549,8,8,8,7,0.7940000,0.7940000,0.7940000,0.6960000,-123.2377243,44.4220619,7.7500000,0.9035294,0.0000000
194,3053,52,485311,4989020,Site-053,Legacy,None,-123.180000000000007,45.049999999999997,None,11.590000000000000,0.080000000000000,None,0.700000000000000,1231,1,1,0.700000000000000,0.0005449,1622,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK GROVE,RD,N,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,1231,5,6,6,7,0.5000000,0.5980000,0.5980000,0.6960000,-123.1865463,45.0544434,6.0000000,0.7017647,0.0005449
195,3054,53,480473,4985420,Site-054,Legacy,None,-123.239999999999995,45.020000000000003,None,9.300000000000001,0.100000000000000,None,0.870000000000000,3930,1,1,0.870000000000000,0.0071947,4977,4201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIVERMORE,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,3930,8,6,8,8,0.7940000,0.5980000,0.7940000,0.7940000,-123.2478485,45.0220108,7.5000000,0.8747059,0.0071947
196,3055,54,483822,4962350,Site-055,Legacy,None,-123.200000000000003,44.810000000000002,None,9.949999999999999,0.100000000000000,None,0.810000000000000,3154,1,1,0.810000000000000,0.0252526,3978,3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGHLAND,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,3154,6,7,8,7,0.5980000,0.6960000,0.7940000,0.6960000,-123.2046051,44.8144035,7.0000000,0.8170588,0.0252526
197,3056,55,479651,4904820,Site-056,Legacy,None,-123.250000000000000,44.289999999999999,None,9.949999999999999,0.100000000000000,None,0.810000000000000,5469,1,1,0.810000000000000,0.0000000,7131,6355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCHULTZ,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,5469,8,5,8,7,0.7940000,0.5000000,0.7940000,0.6960000,-123.2550812,44.2963600,7.0000000,0.8170588,0.0000000
198,3057,56,485586,4948540,Site-057,Legacy,None,-123.180000000000007,44.689999999999998,None,9.000000000000000,0.110000000000000,None,0.900000000000000,4051,1,1,0.900000000000000,0.6103576,5155,4379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NW,,INDEPENDENCE,HWY,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,4051,7,8,8,8,0.6960000,0.7940000,0.7940000,0.7940000,-123.1819000,44.6900635,7.7500000,0.9035294,0.6103576
199,3058,57,479253,4981780,Site-058,Legacy,None,-123.260000000000005,44.979999999999997,None,10.710000000000001,0.090000000000000,None,0.750000000000000,3924,1,1,0.750000000000000,0.0000000,4971,4195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIVERMORE,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,3924,8,6,6,6,0.7940000,0.5980000,0.5980000,0.5980000,-123.2631836,44.9891853,6.5000000,0.7594118,0.0000000
200,3059,58,474917,4905670,Site-059,Legacy,None,-123.310000000000002,44.299999999999997,None,9.000000000000000,0.110000000000000,None,0.900000000000000,4070,1,1,0.900000000000000,0.2663953,5180,4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHERRY CREEK,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,4070,7,8,8,8,0.6960000,0.7940000,0.7940000,0.7940000,-123.3144608,44.3038788,7.7500000,0.9035294,0.2663953
201,3060,59,475925,4888970,Site-060,Legacy,None,-123.299999999999997,44.149999999999999,None,10.710000000000001,0.090000000000000,None,0.750000000000000,5249,1,1,0.750000000000000,0.0000000,6781,6005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRANKLIN,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,5249,6,7,6,7,0.5980000,0.6960000,0.5980000,0.6960000,-123.3010559,44.1535492,6.5000000,0.7594118,0.0000000
202,3061,60,485085,4891710,Site-061,Legacy,None,-123.180000000000007,44.170000000000002,None,10.320000000000000,0.090000000000000,None,0.780000000000000,4386,1,1,0.780000000000000,0.0100333,5620,4844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOVERN,LN,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,4386,6,6,8,7,0.5980000,0.5980000,0.7940000,0.6960000,-123.1865921,44.1784744,6.7500000,0.7882353,0.0100333
