OBJECTID,ORIG_FID,ID,FEATTYP,FT,F_JNCTID,F_JNCTTYP,T_JNCTID,T_JNCTTYP,PJ,METERS,FRC,NETCLASS,NETBCLASS,NET2CLASS,SOL,NAMETYP,CHARGE,SHIELDNUM,RTETYP,RTEDIR,RTEDIRVD,PROCSTAT,FOW,SLIPRD,FREEWAY,BACKRD,TOLLRD,RDCOND,STUBBLE,PRIVATERD,CONSTATUS,ONEWAY,F_BP,T_BP,F_ELEV,T_ELEV,KPH,MINUTES,POSACCUR,CARRIAGE,LANES,RAMP,ADAS,TRANS,DYNSPEED,SPEEDCAT,NTHRUTRAF,ROUGHRD,PARTSTRUC,STATE,FULLNAME,PREFIX,PRETYPE,NAME,TYPE,SUFFIX,NAME_DIR,NAMELC,GIS_PRC_DT,recovery_zone,unique_ID,max_2017,max_2018,max_2020,max_2021,max_2017_scaled,max_2018_scaled,max_2020_scaled,max_2021_scaled,X_coord,Y_coord,four_year_avg,four_year_avg_scaled,pct_suitable_2021,UTM_X,UTM_Y,Shape_Length,Shape_Area,surveyed_2022,num_birds_2022
4200,4894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSBORO-SILVERTON,HWY,,,,07/22/2019,1,4426,6,6,5,7,0.5980000,0.5980000,0.5000000,0.6960000,-122.9400635,45.2085838,6.0000000,0.7017647,0.0000000,504706.7812500,5006123.5000000,1256.637061435917303,125663.706143591727596,0,
4201,4895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRAIRIE,RD,,,,07/22/2019,3,4427,7,6,8,7,0.6960000,0.5980000,0.7940000,0.6960000,-123.1687698,44.1255760,7.0000000,0.8170588,0.0023803,486497.6250000,4885834.0000000,1256.637061435917303,125663.706143591727596,0,
4202,4896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK KNOLL,RD,NW,,,07/22/2019,1,4428,5,5,6,8,0.5000000,0.5000000,0.5980000,0.7940000,-123.0888062,45.0402069,6.0000000,0.7017647,0.0042013,493005.5000000,4987420.5000000,1256.637061435917303,125663.706143591727596,0,
4203,4897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK KNOLL,RD,NW,,,07/22/2019,1,4429,5,6,6,7,0.5000000,0.5980000,0.5980000,0.6960000,-123.0960541,45.0409775,6.0000000,0.7017647,0.0040827,492434.6562500,4987507.0000000,1256.637061435917303,125663.706143591727596,0,
4204,4898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK KNOLL,RD,NW,,,07/22/2019,1,4430,5,6,5,7,0.5000000,0.5980000,0.5000000,0.6960000,-123.1043091,45.0409889,5.7500000,0.6729411,0.0000000,491784.6562500,4987509.0000000,1256.637061435917303,125663.706143591727596,0,
4205,4899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK KNOLL,RD,NW,,,07/22/2019,1,4431,6,7,6,7,0.5980000,0.6960000,0.5980000,0.6960000,-123.1124649,45.0405960,6.5000000,0.7594118,0.0005449,491142.4687500,4987466.5000000,1256.637061435917303,125663.706143591727596,0,
4206,4908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/22/2019,1,4432,6,6,5,5,0.5980000,0.5980000,0.5000000,0.5000000,-123.2544632,45.2952957,5.5000000,0.6441177,0.0000000,480047.9687500,5015786.5000000,1256.637061435917303,125663.706143591727596,0,
4207,4909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HENNIES,RD,SE,,,07/22/2019,1,4433,8,7,6,7,0.7940000,0.6960000,0.5980000,0.6960000,-122.9645767,44.8216286,7.0000000,0.8170588,0.0209655,502800.6562500,4963136.5000000,1256.637061435917303,125663.706143591727596,0,
4208,4910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/22/2019,1,4434,4,5,1,4,0.4020000,0.5000000,0.1080000,0.4020000,-123.2614746,45.2870369,3.5000000,0.4135294,0.0000000,479494.8750000,5014870.5000000,1256.637061435917303,125663.706143591727596,0,
4209,4912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COUGAR,LN,,,,07/22/2019,3,4435,1,4,1,3,0.1080000,0.4020000,0.1080000,0.3040000,-123.3709106,44.4898605,2.2500000,0.2694118,0.0000000,470508.4062500,4926350.0000000,1256.637061435917303,125663.706143591727596,0,
4210,4914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUD VAUGHAN,RD,,,,07/22/2019,3,4436,6,6,8,7,0.5980000,0.5980000,0.7940000,0.6960000,-123.2584229,44.1227875,6.7500000,0.7882353,0.0021377,479323.9062500,4885543.0000000,1256.637061435917303,125663.706143591727596,0,
4211,4915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUD VAUGHAN,RD,,,,07/22/2019,3,4437,7,7,8,8,0.6960000,0.6960000,0.7940000,0.7940000,-123.2517014,44.1216240,7.5000000,0.8747059,0.0369009,479861.3437500,4885412.5000000,1256.637061435917303,125663.706143591727596,0,
4212,4918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW,,GOLF COURSE,RD,,,,07/22/2019,1,4438,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.0575409,45.5022049,0.0000000,0.0100000,0.0000000,495504.9375000,5038743.0000000,1256.637061435917303,125663.706143591727596,0,
4213,4919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETHEL,RD,,,,07/22/2019,3,4439,6,6,4,7,0.5980000,0.5980000,0.4020000,0.6960000,-123.1956787,45.0430984,5.7500000,0.6729411,0.0000000,484588.8750000,4987756.5000000,1256.637061435917303,125663.706143591727596,0,
4214,4920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETHEL,RD,,,,07/22/2019,3,4440,5,8,5,6,0.5000000,0.7940000,0.5000000,0.5980000,-123.2039337,45.0431442,6.0000000,0.7017647,0.0000000,483938.9062500,4987763.5000000,1256.637061435917303,125663.706143591727596,0,
4215,4921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIPSCOMB,ST,SE,,,07/22/2019,1,4441,6,8,5,8,0.5980000,0.7940000,0.5000000,0.7940000,-122.9244690,44.8706017,6.7500000,0.7882353,0.0725378,505966.4062500,4968579.0000000,1256.637061435917303,125663.706143591727596,0,
4216,4922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SILVER CREEK FALLS,HWY,,,,07/22/2019,1,4442,6,7,6,8,0.5980000,0.6960000,0.5980000,0.7940000,-122.8427277,44.8773842,6.7500000,0.7882353,0.0087094,512421.8750000,4969341.5000000,1256.637061435917303,125663.706143591727596,0,
4217,4923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SILVER CREEK FALLS,HWY,,,,07/22/2019,1,4443,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-122.8387985,44.8726273,8.0000000,0.9323530,0.0021144,512733.0937500,4968813.5000000,1256.637061435917303,125663.706143591727596,0,
4218,4924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KIRK,RD,,,,07/22/2019,3,4444,6,5,6,6,0.5980000,0.5000000,0.5980000,0.5980000,-123.3062134,44.1330872,5.7500000,0.6729411,0.0000000,475504.5000000,4886700.5000000,1256.637061435917303,125663.706143591727596,0,
4219,4925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KIRK,RD,,,,07/22/2019,3,4445,5,4,4,5,0.5000000,0.4020000,0.4020000,0.5000000,-123.3078690,44.1385117,4.5000000,0.5288236,0.0000000,475374.0937500,4887303.5000000,1256.637061435917303,125663.706143591727596,0,
4220,4927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAMPICO,RD,,,,07/22/2019,3,4446,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.2389450,44.6844788,0.0000000,0.0100000,0.0000000,481064.2500000,4947928.5000000,1256.637061435917303,125663.706143591727596,0,
4221,4929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUENA VISTA,RD,S,,,07/22/2019,2,4447,8,7,7,7,0.7940000,0.6960000,0.6960000,0.6960000,-123.0714798,44.8023605,7.2500000,0.8458824,0.0003968,494347.1875000,4960998.0000000,1256.637061435917303,125663.706143591727596,0,
4222,4930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUENA VISTA,RD,S,,,07/22/2019,2,4448,6,6,6,7,0.5980000,0.5980000,0.5980000,0.6960000,-123.0782852,44.7990799,6.2500000,0.7305883,0.0010867,493808.6562500,4960634.0000000,1256.637061435917303,125663.706143591727596,0,
4223,4931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST PERRYDALE,RD,,,,07/22/2019,3,4449,6,8,4,8,0.5980000,0.7940000,0.4020000,0.7940000,-123.2989197,45.0432320,6.5000000,0.7594118,0.2632363,476458.2812500,4987796.5000000,1256.637061435917303,125663.706143591727596,1,1
4224,4934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PACIFIC,HWY,W,,,07/22/2019,3,4450,4,6,5,7,0.4020000,0.5980000,0.5000000,0.6960000,-123.2724533,44.3014145,5.5000000,0.6441177,0.0020809,478267.2187500,4905387.5000000,1256.637061435917303,125663.706143591727596,0,
4225,4935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PACIFIC,HWY,W,,,07/22/2019,3,4451,6,7,8,8,0.5980000,0.6960000,0.7940000,0.7940000,-123.2668839,44.2971458,7.2500000,0.8458824,0.0163590,478710.1562500,4904911.5000000,1256.637061435917303,125663.706143591727596,0,
4226,4936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALBANY-JUNCTION CITY,HWY,,,,07/22/2019,2,4452,7,7,6,8,0.6960000,0.6960000,0.5980000,0.7940000,-123.1101151,44.5298195,7.0000000,0.8170588,0.2612557,491250.7500000,4930727.5000000,1256.637061435917303,125663.706143591727596,0,
4227,4937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALBANY-JUNCTION CITY,HWY,,,,07/22/2019,2,4453,4,7,4,8,0.4020000,0.6960000,0.4020000,0.7940000,-123.1100922,44.5239677,5.7500000,0.6729411,0.0287437,491251.2187500,4930077.5000000,1256.637061435917303,125663.706143591727596,0,
4228,4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WITT,DR,,,,07/22/2019,2,4454,6,8,5,8,0.5980000,0.7940000,0.5000000,0.7940000,-123.0707397,44.4917183,6.7500000,0.7882353,0.0958758,494375.5312500,4926491.5000000,1256.637061435917303,125663.706143591727596,1,0
4229,4941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119TH,AVE,SE,,,07/22/2019,1,4455,6,6,6,7,0.5980000,0.5980000,0.5980000,0.6960000,-122.8162918,44.9163589,6.2500000,0.7305883,0.0000000,514500.0312500,4973675.5000000,1256.637061435917303,125663.706143591727596,0,
4230,4942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NW,,POWERS,AVE,,,,07/22/2019,3,4456,6,6,6,6,0.5980000,0.5980000,0.5980000,0.5980000,-123.1456146,44.6774864,6.0000000,0.7017647,0.0000000,488459.3125000,4947134.5000000,1256.637061435917303,125663.706143591727596,1,0
4231,4943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MACLEAY,RD,SE,,,07/22/2019,1,4457,6,6,8,8,0.5980000,0.5980000,0.7940000,0.7940000,-122.9129791,44.9056053,7.0000000,0.8170588,0.0204785,506870.0937500,4972468.5000000,1256.637061435917303,125663.706143591727596,0,
4232,4945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRIUMPH,RD,SE,,,07/22/2019,1,4458,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.7252731,44.8460121,0.0000000,0.0100000,0.0000000,521710.3750000,4965881.5000000,1256.637061435917303,125663.706143591727596,0,
4233,4946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUTCRACKER ,LN,,,,07/22/2019,3,4459,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-123.2750092,44.3982658,8.0000000,0.9323530,0.2856562,478099.2187500,4916146.0000000,1256.637061435917303,125663.706143591727596,0,
4234,4947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NW,,REILING,RD,,,,07/22/2019,1,4460,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.1021729,45.5854950,0.0000000,0.0100000,0.0000000,492029.5000000,5048000.0000000,1256.637061435917303,125663.706143591727596,0,
4235,4950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BELLFOUNTAIN,RD,,,,07/22/2019,3,4461,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.3557739,44.3578491,0.0000000,0.0100000,0.0000000,471648.2812500,4911681.0000000,1256.637061435917303,125663.706143591727596,0,
4236,4951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BELLFOUNTAIN,RD,,,,07/22/2019,3,4462,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.3559418,44.3520050,0.0000000,0.0100000,0.0000000,471631.9062500,4911032.0000000,1256.637061435917303,125663.706143591727596,0,
4237,4952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON HILL,RD,SE,,,07/22/2019,1,4463,6,5,5,7,0.5980000,0.5000000,0.5000000,0.6960000,-123.0324020,44.8380394,5.7500000,0.6729411,0.0000000,497439.0625000,4964959.5000000,1256.637061435917303,125663.706143591727596,0,
4238,4953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON HILL,RD,SE,,,07/22/2019,1,4464,7,7,5,7,0.6960000,0.6960000,0.5000000,0.6960000,-123.0299530,44.8329964,6.5000000,0.7594118,0.0000000,497632.2500000,4964399.0000000,1256.637061435917303,125663.706143591727596,0,
4239,4954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON HILL,RD,SE,,,07/22/2019,1,4465,7,8,7,8,0.6960000,0.7940000,0.6960000,0.7940000,-123.0306702,44.8272209,7.5000000,0.8747059,0.0420407,497575.2500000,4963757.5000000,1256.637061435917303,125663.706143591727596,0,
4240,4955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRABTREE,DR,,,,07/22/2019,1,4466,6,6,6,6,0.5980000,0.5980000,0.5980000,0.5980000,-122.9094238,44.6359482,6.0000000,0.7017647,0.0000000,507184.0312500,4942514.5000000,1256.637061435917303,125663.706143591727596,0,
4241,4956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BELLEVUE-HOPEWELL,HWY,,,,07/22/2019,1,4467,5,6,6,8,0.5000000,0.5980000,0.5980000,0.7940000,-123.1131821,45.1189537,6.2500000,0.7305883,0.0208518,491098.0625000,4996171.0000000,1256.637061435917303,125663.706143591727596,0,
4242,4957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TERRITORIAL,HWY,,,,07/22/2019,3,4468,6,6,8,7,0.5980000,0.5980000,0.7940000,0.6960000,-123.2870560,44.2035065,6.7500000,0.7882353,0.0000000,477064.1562500,4894516.0000000,1256.637061435917303,125663.706143591727596,0,
4243,4958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TERRITORIAL,HWY,,,,07/22/2019,3,4469,7,6,8,7,0.6960000,0.5980000,0.7940000,0.6960000,-123.2863922,44.2093201,7.0000000,0.8170588,0.0018863,477119.3437500,4895162.0000000,1256.637061435917303,125663.706143591727596,0,
4244,4959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLORENCE-EUGENE,HWY,,,,07/22/2019,3,4470,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.4029465,44.0495110,0.0000000,0.0100000,0.0000000,467721.0312500,4877451.0000000,1256.637061435917303,125663.706143591727596,0,
4245,4961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YAMPO,RD,,,,07/22/2019,3,4471,7,8,7,8,0.6960000,0.7940000,0.6960000,0.7940000,-123.2083282,45.0716934,7.5000000,0.8747059,0.0013590,483601.1562500,4990936.0000000,1256.637061435917303,125663.706143591727596,0,
4246,4962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRIZZELL,RD,,,,07/22/2019,3,4472,5,6,4,6,0.5000000,0.5980000,0.4020000,0.5980000,-123.1919937,45.0136948,5.2500000,0.6152941,0.0000000,484871.8125000,4984489.5000000,1256.637061435917303,125663.706143591727596,0,
4247,4963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRIZZELL,RD,,,,07/22/2019,3,4473,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-123.2002411,45.0137138,8.0000000,0.9323530,0.2985366,484221.8437500,4984493.5000000,1256.637061435917303,125663.706143591727596,0,
4248,4964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW,,ADVANCE,RD,,,,07/22/2019,1,4474,5,5,6,8,0.5000000,0.5000000,0.5980000,0.7940000,-122.7002335,45.3174973,6.0000000,0.7017647,0.0243316,523495.3750000,5018265.0000000,1256.637061435917303,125663.706143591727596,0,
4249,4965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW,,53RD,ST,,,,07/22/2019,3,4475,5,8,5,6,0.5000000,0.7940000,0.5000000,0.5980000,-123.3117828,44.5320816,6.0000000,0.7017647,0.0000000,475227.4375000,4931020.0000000,1256.637061435917303,125663.706143591727596,0,
4250,4966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW,,53RD,ST,,,,07/22/2019,3,4476,5,8,5,8,0.5000000,0.7940000,0.5000000,0.7940000,-123.3145294,44.5273933,6.5000000,0.7594118,0.0148377,475007.3437500,4930500.0000000,1256.637061435917303,125663.706143591727596,0,
4251,4968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIDNEY,RD,S,,,07/22/2019,2,4477,5,7,5,8,0.5000000,0.6960000,0.5000000,0.7940000,-123.0867844,44.8134384,6.2500000,0.7305883,0.0234087,493138.1875000,4962230.0000000,1256.637061435917303,125663.706143591727596,1,0
4252,4969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIDNEY,RD,S,,,07/22/2019,2,4478,5,8,7,8,0.5000000,0.7940000,0.6960000,0.7940000,-123.0845718,44.8086357,7.0000000,0.8170588,0.1077076,493312.1875000,4961696.5000000,1256.637061435917303,125663.706143591727596,0,
4253,4970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIDNEY,RD,S,,,07/22/2019,2,4479,5,7,8,7,0.5000000,0.6960000,0.7940000,0.6960000,-123.0891495,44.8046989,6.7500000,0.7882353,0.0000000,492950.0625000,4961259.5000000,1256.637061435917303,125663.706143591727596,0,
4254,4972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOODBURN-ESTACADA,HWY,,,,07/22/2019,1,4480,7,6,6,7,0.6960000,0.5980000,0.5980000,0.6960000,-122.8135223,45.1512070,6.5000000,0.7594118,0.0193653,514658.6562500,4999764.5000000,1256.637061435917303,125663.706143591727596,0,
4255,4974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAGLE CREST,RD,NW,,,07/22/2019,1,4481,4,4,4,6,0.4020000,0.4020000,0.4020000,0.5980000,-123.1343231,44.9901466,4.5000000,0.5288236,0.0000000,489411.2812500,4981864.5000000,1256.637061435917303,125663.706143591727596,0,
4256,4975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAGLE CREST,RD,NW,,,07/22/2019,1,4482,5,5,6,7,0.5000000,0.5000000,0.5980000,0.6960000,-123.1351624,44.9956055,5.7500000,0.6729411,0.0000000,489346.4062500,4982471.0000000,1256.637061435917303,125663.706143591727596,0,
4257,4976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAGLE CREST,RD,NW,,,07/22/2019,1,4483,6,5,7,7,0.5980000,0.5000000,0.6960000,0.6960000,-123.1289368,44.9992638,6.2500000,0.7305883,0.0043298,489837.7812500,4982876.5000000,1256.637061435917303,125663.706143591727596,0,
4258,4977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SILVER CREEK FALLS,HWY,,,,07/22/2019,1,4484,5,7,5,7,0.5000000,0.6960000,0.5000000,0.6960000,-122.8176270,44.8654594,6.0000000,0.7017647,0.0135201,514407.3750000,4968021.0000000,1256.637061435917303,125663.706143591727596,0,
4259,4978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MT ANGEL GERVAIS,RD,NE,,,07/22/2019,1,4485,5,6,6,8,0.5000000,0.5980000,0.5980000,0.7940000,-122.8599548,45.0912170,6.2500000,0.7305883,0.0325049,511020.0312500,4993093.0000000,1256.637061435917303,125663.706143591727596,0,
4260,4979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST CHURCH,RD,NE,,,07/22/2019,1,4486,5,8,5,5,0.5000000,0.7940000,0.5000000,0.5000000,-122.8189316,45.0652351,5.7500000,0.6729411,0.0000000,514254.5937500,4990213.5000000,1256.637061435917303,125663.706143591727596,0,
4261,4980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST CHURCH,RD,NE,,,07/22/2019,1,4487,5,7,5,6,0.5000000,0.6960000,0.5000000,0.5980000,-122.8113937,45.0659332,5.7500000,0.6729411,0.0000000,514848.0625000,4990292.5000000,1256.637061435917303,125663.706143591727596,0,
4262,4981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRUSH COLLEGE,RD,NW,,,07/22/2019,1,4488,4,5,6,7,0.4020000,0.5000000,0.5980000,0.6960000,-123.1000061,44.9741821,5.5000000,0.6441177,0.0000000,492114.1875000,4980087.0000000,1256.637061435917303,125663.706143591727596,0,
4263,4982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BATES,RD,SE,,,07/22/2019,1,4489,8,6,6,6,0.7940000,0.5980000,0.5980000,0.5980000,-122.8557816,44.8323860,6.5000000,0.7594118,0.0000000,511399.6250000,4964341.0000000,1256.637061435917303,125663.706143591727596,0,
4264,4983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MILITARY,RD,,,,07/22/2019,3,4490,6,8,6,7,0.5980000,0.7940000,0.5980000,0.6960000,-123.2357712,44.7072449,6.7500000,0.7882353,0.0005449,481322.9687500,4950457.0000000,1256.637061435917303,125663.706143591727596,0,
4265,4984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MILITARY,RD,,,,07/22/2019,3,4491,5,8,6,8,0.5000000,0.7940000,0.5980000,0.7940000,-123.2290497,44.7104874,6.7500000,0.7882353,0.0010866,481856.4687500,4950815.5000000,1256.637061435917303,125663.706143591727596,0,
4266,4985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMITH,LP,,,,07/22/2019,3,4492,7,5,5,8,0.6960000,0.5000000,0.5000000,0.7940000,-123.2601395,44.4475327,6.2500000,0.7305883,0.1461339,479301.0312500,4921614.0000000,1256.637061435917303,125663.706143591727596,1,0
4267,4986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMITH,LP,,,,07/22/2019,3,4493,7,7,6,8,0.6960000,0.6960000,0.5980000,0.7940000,-123.2683105,44.4475555,7.0000000,0.8170588,0.2736262,478651.0312500,4921619.0000000,1256.637061435917303,125663.706143591727596,0,
4268,4987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WINDSOR ISLAND,RD,N,,,07/22/2019,1,4494,8,8,7,7,0.7940000,0.7940000,0.6960000,0.6960000,-123.0546875,45.0192947,7.5000000,0.8747059,0.0226013,495691.0000000,4985095.5000000,1256.637061435917303,125663.706143591727596,0,
4269,4988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WINDSOR ISLAND,RD,N,,,07/22/2019,1,4495,8,6,8,8,0.7940000,0.5980000,0.7940000,0.7940000,-123.0549393,45.0251427,7.5000000,0.8747059,0.3977779,495671.7187500,4985745.0000000,1256.637061435917303,125663.706143591727596,0,
4270,4989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WINDSOR ISLAND,RD,N,,,07/22/2019,1,4496,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-123.0508423,45.0282288,8.0000000,0.9323530,0.1895317,495994.5625000,4986087.5000000,1256.637061435917303,125663.706143591727596,0,
4271,4990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WINDSOR ISLAND,RD,N,,,07/22/2019,1,4497,6,7,6,6,0.5980000,0.6960000,0.5980000,0.5980000,-123.0508423,45.0340805,6.2500000,0.7305883,0.0000000,495995.0625000,4986737.5000000,1256.637061435917303,125663.706143591727596,0,
