Lark_ID,firstInterval,firstDet,surveyEvent,unique_ID,Survey_Event_ID,Observer,Survey_Date,Survey_Time,Wind,Temp,Sky_Code,Avg_Noise,Max_Noise,OVSP?,Site_Comments,Number_Detected,Expr1014,Individual_ID,Sex,Age,distanceBand,Interval_1,Interval_2,Interval_3,Interval_4,Notes,Count_Date,Start_Time,Site_ID,dayOfYear,surveyYear,sunrise,mas
NA,NA,NA,23_2_5303,5303,267,ATC,5/18/2023,07:40:00,0,64,Mostly cloudy,58.4,84.2,0,"grass seed one one side, brush on other side of with large bond beyond, freeway nearby",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-18,7H 40M 0S,5303,138,2023,2023-05-18T12:43:59Z,117.00000000000001
NA,NA,NA,23_2_5320,5320,277,ATC,5/10/2023,07:14:00,0,56,Clear,61.6,79.8,0,"grass seed and mint on one side, houses and trees on the other",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10,7H 14M 0S,5320,130,2023,2023-05-10T12:52:57Z,81.99999999999997
NA,NA,NA,23_2_5464,5464,323,MLG,6/2/2023,08:03:00,0,54.1,Clear,4.3,75.9,0,"Other sp. EUST, SASP, BASW, TRSW
Tall grass fields on both sides. Fenceline with trees and shrubs to west, house w big trees to NE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-02,8H 3M 0S,5464,153,2023,2023-06-02T12:32:32Z,151.00000000000006
NA,NA,NA,23_2_5483,5483,453,JMD,5/8/2023,06:45:00,0.3,52.2,Mostly cloudy,74.7,95.3,0,"On HWY20, very busy. Tall trees along North side, tall grass everywhere.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-08,6H 45M 0S,5483,128,2023,2023-05-08T12:55:28Z,49.999999999999986
NA,NA,NA,23_2_5495,5495,549,JMD,6/8/2023,06:03:00,0,55.4,Mostly cloudy,45.3,54.4,0,"Busy road near highway 99E. Lots of different swallows, site next to hay storage warehouse.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-08,6H 3M 0S,5495,159,2023,2023-06-08T12:30:09Z,32.999999999999986
NA,NA,NA,23_2_5519,5519,459,JMD,5/4/2023,07:17:00,1.5,48.2,Mostly cloudy,68.4,88.5,0,"Point is at a road crossection, and tree-lined creek.
Unfortunate coincidence: trashtruck came by to get trash from driveway at the end of the road",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-04,7H 17M 0S,5519,124,2023,2023-05-04T13:00:48Z,77
NA,NA,NA,23_2_5543,5543,481,JMD,5/20/2023,07:07:00,0.7,60.2,Mostly cloudy,58.6,58.5,0,"Homes along east side, west side is grass over 4ft tall, steep ditches. Lots RWBB",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-20,7H 7M 0S,5543,140,2023,2023-05-20T12:42:02Z,84.99999999999997
NA,NA,NA,23_2_5556,5556,361,JMD,5/16/2023,08:10:00,0.5,66.5,Clear,41.8,52.1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-16,8H 10M 0S,5556,136,2023,2023-05-16T12:46:03Z,143.99999999999997
NA,NA,NA,23_2_5613,5613,251,ATC,5/10/2023,07:54:00,2,55.5,Clear,54.7,81.6,0,"grasss production on both sides, small creek with short trees",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10,7H 54M 0S,5613,130,2023,2023-05-10T12:52:57Z,122
NA,NA,NA,23_2_5632,5632,401,ATC,6/9/2023,07:59:00,2.6,62.6,Mostly cloudy,53.9,78.1,0,"grass seed fields, houses nearby, hill with oaks nearby",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-09,7H 59M 0S,5632,160,2023,2023-06-09T12:29:53Z,150
NA,NA,NA,23_2_5684,5684,279,ATC,5/9/2023,07:31:00,1.4,54.3,Fog or smoke,73.3,95.3,0,"overgrown field on the right, houses and trees on the left, MAKE hunting",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-09,7H 31M 0S,5684,129,2023,2023-05-09T12:54:12Z,96.99999999999997
NA,NA,NA,23_2_5724,5724,460,JMD,5/4/2023,06:56:00,0.8,50.5,Mostly cloudy,66.6,92.2,0,"Sharp ditches, tall trees along East roadside. Regular traffic flow",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-04,6H 56M 0S,5724,124,2023,2023-05-04T13:00:48Z,56.000000000000014
NA,NA,NA,23_2_5742,5742,475,JMD,5/20/2023,08:40:00,0.1,64.9,Mostly cloudy,34.9,55.2,0,"Grass is 4ft or greater in height on both sides of road, home nearby.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-20,8H 40M 0S,5742,140,2023,2023-05-20T12:42:02Z,177.99999999999994
NA,NA,NA,23_2_5774,5774,266,ATC,5/18/2023,08:02:00,3.6,53.5,Mostly cloudy,78.7,89.5,0,"field with sheep on one side, marshy field on the other side, many clumps of trees",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-18,8H 2M 0S,5774,138,2023,2023-05-18T12:43:59Z,139
NA,NA,NA,23_2_5798,5798,392,ATC,6/5/2023,06:09:00,2.1,48.4,Clear,59.8,87.2,0,"wheat and grass seed, houses with trees, small corral with cows right next to road",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05,6H 9M 0S,5798,156,2023,2023-06-05T12:31:11Z,38.00000000000003
NA,NA,NA,23_2_5803,5803,408,ATC,6/10/2023,08:26:00,5.4,65.4,Clear,61,86.4,0,"large field of legume crop on the left, buildings and sheep pens on the right",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-10,8H 26M 0S,5803,161,2023,2023-06-10T12:29:40Z,177
NA,NA,NA,23_2_5819,5819,395,ATC,6/5/2023,06:56:00,4.5,57,Clear,54.1,76.5,0,"grass seed on the left, fallow field on the right (same field observed from point 2145), houses, some patches with trees",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05,6H 56M 0S,5819,156,2023,2023-06-05T12:31:11Z,85.00000000000001
NA,NA,NA,23_2_5827,5827,321,MLG,6/2/2023,07:02:00,1.5,48,Clear,0.7,58.2,0,"Other sp. RWBL, SASP, BASW
Tall grass on both sides of the road",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-02,7H 2M 0S,5827,153,2023,2023-06-02T12:32:32Z,90
NA,NA,NA,23_2_5828,5828,322,MLG,6/2/2023,07:19:00,0,49.3,Clear,2.8,66.9,0,"Other sp. MODO, WEME, AMRO, SASP, HOFI, EUCD, BASW, EVGR, KILL, SOSP, BUOR, RTHA, ACWO, WETA, WEWP
House + barn to NW of point, clover to S, tall grass to N. Oak trees running N-S just west of point.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-02,7H 19M 0S,5828,153,2023,2023-06-02T12:32:32Z,107
NA,NA,NA,23_2_5839,5839,402,ATC,6/9/2023,07:28:00,3.8,59.7,Mostly cloudy,46.9,68.1,0,"grass seed on the left, small empty pasture on the right with woods beyond",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-09,7H 28M 0S,5839,160,2023,2023-06-09T12:29:53Z,119
NA,NA,NA,23_2_5843,5843,472,JMD,5/3/2023,06:50:00,0,49.4,Mostly cloudy,69.6,81.9,0,"Tall trees to one side. Heavy traffic (can't cross road). Steep ditches on both sides
Turkeys",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-03,6H 50M 0S,5843,123,2023,2023-05-03T13:02:11Z,47.999999999999986
NA,NA,NA,23_2_5845,5845,448,JMD,5/8/2023,08:10:00,0.5,51.5,Mostly cloudy,62.9,84.8,0,"Infront of houses, does not appear suitable. Steep ditches. West field is mostly clover.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-08,8H 10M 0S,5845,128,2023,2023-05-08T12:55:28Z,134.99999999999994
NA,NA,NA,23_2_947,947,325,MLG,6/2/2023,08:20:00,1.8,59.7,Clear,3.6,76.9,0,"Other sp. KILL, EUST, BASW, RWBL
Tall grass fields on both sides. Hay barns 210m N",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-02,8H 20M 0S,947,153,2023,2023-06-02T12:32:32Z,168.00000000000006
NA,NA,NA,23_2-5727,5727,539,JMD,6/6/2023,06:34:00,0,53.2,Clear,63.4,85.7,0,"Home nearby, open fields. Robins, swallows. Light, regular traffic.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-06,6H 34M 0S,5727,157,2023,2023-06-06T12:30:48Z,63.999999999999986
NA,NA,NA,23_3_0007,7,490,JMD,5/22/2023,06:02:00,0.5,53,Mostly cloudy,41.3,60.7,0,"Questionable site: east side is hazelnut field, west side has home with barns and trees surrounding. Did anyway. Robins and RWBB",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-22,6H 2M 0S,7,142,2023,2023-05-22T12:40:12Z,21.999999999999975
NA,NA,NA,23_3_0032,32,493,JMD,5/22/2023,07:47:00,3.2,57.8,Mostly cloudy,63.5,85.6,0,"Open field but road lined by tall trees, wind through much foliage made it hard to hear much.
Lots of blackbirds, swallows.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-22,7H 47M 0S,32,142,2023,2023-05-22T12:40:12Z,126.99999999999997
NA,NA,NA,23_3_0041,41,488,JMD,5/22/2023,06:55:00,0.3,54,Mostly cloudy,48.6,66.7,0,"Lots of robins. Site is on a hilltop, effects visibility along road edge.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-22,6H 55M 0S,41,142,2023,2023-05-22T12:40:12Z,75
NA,NA,NA,23_3_0049,49,487,JMD,5/22/2023,07:25:00,2,54,Mostly cloudy,53,74.2,0,"Vineyard and blueberry fields, not ideal. Northern harrier went by chased by birds. Swallows present.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-22,7H 25M 0S,49,142,2023,2023-05-22T12:40:12Z,105
NA,NA,NA,23_3_0272,272,492,JMD,5/22/2023,09:15:00,3.2,58,Mostly cloudy,59.3,83.1,0,"South side is mature hazelnut trees with lots of songbirds, North side is field with grass about 2.5 feet tall. Cows nearby.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-22,9H 15M 0S,272,142,2023,2023-05-22T12:40:12Z,214.99999999999997
NA,NA,NA,23_3_0276,276,495,JMD,5/22/2023,09:30:00,0.5,63.5,Mostly cloudy,53,75.1,0,"Northern harrier over field. Site across from homes with barns, lots of barn swallows. Killdeer, kestrel.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-22,9H 30M 0S,276,142,2023,2023-05-22T12:40:12Z,229.99999999999997
NA,NA,NA,23_3_0404,404,563,JMD,6/11/2023,07:50:00,0.3,61,Partly cloudy,36.9,47.4,0,"Homes with barns nearby and tall trees, fields are shorter growth, lots of birdsong. 
Barn swallows, mourning doves.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-11,7H 50M 0S,404,162,2023,2023-06-11T12:29:28Z,140.99999999999997
NA,NA,NA,23_3_0570,570,247,ATC,5/14/2023,09:13:00,2,86,Clear,59.9,78.8,0,"woods on the left, small field of grass seeds on the right with hazelnut orchards beyond",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-14,9H 13M 0S,570,134,2023,2023-05-14T12:48:14Z,205.00000000000003
NA,NA,NA,23_3_0608,608,513,JMD,5/30/2023,07:46:00,0.3,55,Mostly cloudy,63.3,86.5,0,"Site seems ideal
Killdeer, robins",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-30,7H 46M 0S,608,150,2023,2023-05-30T12:34:12Z,132
NA,NA,NA,23_3_0620,620,222,ATC,5/4/2023,06:30:00,2,54.4,Mostly cloudy,65,82.8,0,Residential area with large trees on all sides,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-04,6H 30M 0S,620,124,2023,2023-05-04T13:00:48Z,30
NA,NA,NA,23_3_0642,642,259,ATC,5/17/2023,08:03:00,2.3,65.2,Clear,59.5,89.6,0,"conifer trees on one side, field with short grass and some bare ground, small field of christmas trees",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-17,8H 3M 0S,642,137,2023,2023-05-17T12:45:00Z,138.00000000000006
NA,NA,NA,23_3_0680,680,248,ATC,5/14/2023,09:36:00,2.3,82.4,Clear,55.5,77.4,0,"houses and trees on one side, grass seed on the other side with bare ground, loud lawnmower close by",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-14,9H 36M 0S,680,134,2023,2023-05-14T12:48:14Z,228
NA,NA,NA,23_3_0835,835,261,ATC,5/17/2023,07:15:00,1.3,59.7,Clear,59.2,80.9,0,"tall oak trees along side of road on one side, open fields with cattle grazing, hazelnut orchard, scattered patches of oaks",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-17,7H 15M 0S,835,137,2023,2023-05-17T12:45:00Z,90
NA,NA,NA,23_3_0840,840,250,ATC,5/14/2023,08:12:00,0.6,74.2,Clear,59.7,81.4,0,"grass seed field with hedgerow, houses with tall trees nearby",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-14,8H 12M 0S,840,134,2023,2023-05-14T12:48:14Z,143.99999999999997
NA,NA,NA,23_3_0980,980,516,JMD,5/30/2023,06:30:00,0.2,54.1,Mostly cloudy,65.9,81.9,0,"South side is overgrown with trees, shrubery and tall grasses. North side is taller flowering field Regular traffic. Seems SHLA unsuitable but surveyed anyway.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-30,6H 30M 0S,980,150,2023,2023-05-30T12:34:12Z,56.000000000000014
NA,NA,NA,23_3_1010,1010,434,JMD,5/10/2023,09:05:00,0.6,60,Partly cloudy,61.8,88.1,0,"Tall trees along North and West sides, regular traffic, planes overhead, airport nearby, a few no tresspassing signs, signs along fence, killdeer nearby. Further down road more suitable",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10,9H 5M 0S,1010,130,2023,2023-05-10T12:52:57Z,193
NA,NA,NA,23_3_1069,1069,494,JMD,5/22/2023,08:30:00,3,58.4,Mostly cloudy,74.7,85.5,0,"Questionable site as it is surrounded by hazelnut trees with steep ditches, Wind made it hard to hear.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-22,8H 30M 0S,1069,142,2023,2023-05-22T12:40:12Z,169.99999999999997
NA,NA,NA,23_3_1089,1089,231,ATC,5/3/2023,08:57:00,1.5,59.1,Mostly cloudy,61.2,83.5,0,"fields with scattered cherry trees, pasture with goats",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-03,8H 57M 0S,1089,123,2023,2023-05-03T13:02:11Z,174.99999999999997
NA,NA,NA,23_3_1091,1091,338,JMD,5/25/2023,07:20:00,0,57.5,Clear,35,53.6,0,"Road dips and roadside growth block field view, mor ideal viweing locations further along road",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-25,7H 20M 0S,1091,145,2023,2023-05-25T12:37:42Z,102.99999999999996
NA,NA,NA,23_3_1194,1194,457,JMD,5/9/2023,06:31:00,0.4,50.6,Mostly cloudy,68.1,87,0,"Tall trees on both sides of road, creek and bridge. Very questionable site. Steep ditches with lots of foliage.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-09,6H 31M 0S,1194,129,2023,2023-05-09T12:54:12Z,36.99999999999997
NA,NA,NA,23_3_1233,1233,376,ATC,5/30/2023,09:30:00,4.4,65.1,Mostly cloudy,55.5,82.2,0,"trees on the right, grass seed on the left",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-30,9H 30M 0S,1233,150,2023,2023-05-30T12:34:12Z,236
NA,NA,NA,23_3_1251,1251,221,ATC,5/4/2023,06:08:00,1,56.8,Mostly cloudy,61,86.7,0,Dense woods on all sides,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-04,6H 8M 0S,1251,124,2023,2023-05-04T13:00:48Z,8.000000000000025
NA,NA,NA,23_3_1380,1380,300,ATC,5/23/2023,07:45:00,1.1,571,Mostly cloudy,66.6,86.1,0,"grass seed and fallow fields, houses directly on either side of road, patches of trees and brush, interrupted by conversation with driver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-23,7H 45M 0S,1380,143,2023,2023-05-23T12:39:20Z,125.99999999999997
NA,NA,NA,23_3_1414,1414,291,ATC,5/27/2023,08:57:00,5.2,53.2,Clear,58.2,74.6,0,"grass seed fields on the left, empty field on the right looks like it was burned previously. MAKE hunting.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-27,8H 57M 0S,1414,147,2023,2023-05-27T12:36:12Z,200.99999999999997
NA,NA,NA,23_3_1577,1577,530,JMD,6/5/2023,08:35:00,0.7,66.2,Clear,40,60.7,0,"Gravel road, relatively flat fields. 2 homes arround site, suggest 'moving' site down the road, although nearby there is a hazelnut field.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05,8H 35M 0S,1577,156,2023,2023-06-05T12:31:11Z,184.00000000000003
NA,NA,NA,23_3_1603,1603,235,ATC,5/3/2023,06:29:00,1.2,52.4,Mostly cloudy,56.2,82.9,0,Wetland area with some bare ground. Forest nearby,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-03,6H 29M 0S,1603,123,2023,2023-05-03T13:02:11Z,27.00000000000001
NA,NA,NA,23_3_1694,1694,315,MLG,6/1/2023,08:21:00,1.3,57.9,Clear,2.6,41.4,0,"Other sp. NOFL, WCSP, HOWR, SOSP, WITU, PSFL, MODO, WEWP, WCSP
Freshly tilled field to E of point, forest W. Line of trees ~160m E",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-01,8H 21M 0S,1694,152,2023,2023-06-01T12:33:03Z,168
NA,NA,NA,23_3_1763,1763,302,ATC,5/23/2023,07:07:00,0,57.3,Mostly cloudy,46.4,73.3,0,"field with tall grass leading to a large pond on the right, trees obscure view to the left with field on the other side.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-23,7H 7M 0S,1763,143,2023,2023-05-23T12:39:20Z,87.99999999999996
NA,NA,NA,23_3_1831,1831,547,JMD,6/5/2023,06:46:00,0.4,49.4,Clear,59.4,82.9,0,"Helicopter noises nearby, busy highway nearby. Homes nearby, trees block some of the street view.
Lots of robins.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05,6H 46M 0S,1831,156,2023,2023-06-05T12:31:11Z,75
NA,NA,NA,23_3_1854,1854,340,JMD,5/25/2023,08:05:00,0,62,Clear,37.9,55.6,0,"Hill bottom: lots of view blocked. Wheat and cow pasture, some chickens. Steep roadside shoulders",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-25,8H 5M 0S,1854,145,2023,2023-05-25T12:37:42Z,148
NA,NA,NA,23_3_2031,2031,335,JMD,5/25/2023,06:08:00,0,51.5,Clear,57,79.7,0,"Misty but burning off. Sheep field, gravel road, west side has trees and denser growth. City worker came by. Red winged blackbirds, turkeys among sheep",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-25,6H 8M 0S,2031,145,2023,2023-05-25T12:37:42Z,30.999999999999996
NA,NA,NA,23_3_2095,2095,341,JMD,5/25/2023,08:25:00,0,59.3,Clear,34.9,50.3,0,"Tall trees along Southeast side, gravel road
Barn swallows",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-25,8H 25M 0S,2095,145,2023,2023-05-25T12:37:42Z,167.99999999999994
NA,NA,NA,23_3_2162,2162,339,JMD,5/25/2023,07:45:00,0.2,57,Clear,40.4,60.5,0,"Lots of birdsong
Hazelnut field along East side, North side has tall trees - more suitable site for viewing before point on road",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-25,7H 45M 0S,2162,145,2023,2023-05-25T12:37:42Z,127.99999999999997
NA,NA,NA,23_3_2189,2189,414,ATC,6/7/2023,07:26:00,2.9,64.3,Fog or smoke,60.3,82.3,0,"grass seed fields, hazelnut orchard and vineyard nearby, clumps of trees, AMKE flew through survey area",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-07,7H 26M 0S,2189,158,2023,2023-06-07T12:30:28Z,116.00000000000001
NA,NA,NA,23_3_2242,2242,544,JMD,6/5/2023,06:12:00,0.2,52.4,Clear,56.6,81.5,0,"West side is tall trees, foliage, homes. Road lined with trees, limiting visibility. Areas before this site seem more suitable in terms or visibility. Quiet area. Quail.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05,6H 12M 0S,2242,156,2023,2023-06-05T12:31:11Z,41.000000000000014
NA,NA,NA,23_3_2276,2276,433,JMD,5/10/2023,06:31:00,0,41.4,Fog or smoke,35.7,46.3,0,"Clear sky with little mist, sun peaked up making it harder to see through mist",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10,6H 31M 0S,2276,130,2023,2023-05-10T12:52:57Z,38.99999999999997
NA,NA,NA,23_3_2345,2345,444,JMD,5/9/2023,08:32:00,0.6,52.9,Mostly cloudy,62.9,82.5,0,"North side is houses with tall trees and dense foliage, South side is partially blocked byy berry
bramble. Regular traffic, RWBB",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-09,8H 32M 0S,2345,129,2023,2023-05-09T12:54:12Z,157.99999999999997
NA,NA,NA,23_3_2370,2370,312,MLG,6/1/2023,06:52:00,0,49.4,Clear,0.3,22.4,0,"Other sp. WEWP, WIWA, BRCR, LEGO, BHGR, CBCH, AMCR, AMRO, EUCD, COYE, TRSW
Tall trees on both sides of the point, house/barn to west",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-01,6H 52M 0S,2370,152,2023,2023-06-01T12:33:03Z,79.00000000000004
NA,NA,NA,23_3_2379,2379,439,JMD,5/10/2023,08:10:00,0.1,57.9,Partly cloudy,67.9,89.9,0,"Blackberry brambles line roadside, hard to see anything. East side has tall trees/foliage, very steep ditches, Regular traffic. Not a very suitable spot.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10,8H 10M 0S,2379,130,2023,2023-05-10T12:52:57Z,137.99999999999994
NA,NA,NA,23_3_2451,2451,294,ATC,5/24/2023,09:49:00,4.6,60.8,Clear,57.2,75.1,0,"hazelnuts on the left, open field on the right with variety of grasses and forbs",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-24,9H 49M 0S,2451,144,2023,2023-05-24T12:38:30Z,251
NA,NA,NA,23_3_2506,2506,314,MLG,6/1/2023,07:39:00,0,47.4,Clear,6.9,64.7,0,"Other sp. PSFL, DEJU, WETA, AMRO, RBNU, CBCH, HEWA, SPTO, AMGO, BRCR, SOSP, BRCO, BTYW
*JD marked this point unusuable, didn't know that before I surveyed.
Tall trees on both sides of the rd, lots of vehicle traffic including log trucks",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-01,7H 39M 0S,2506,152,2023,2023-06-01T12:33:03Z,126.00000000000003
NA,NA,NA,23_3_2585,2585,435,JMD,5/10/2023,08:45:00,0.6,63.3,Partly cloudy,55.2,75.7,0,"Gravel road, regular traffic. Lots of tall trees nearby, North side has dense foliage",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10,8H 45M 0S,2585,130,2023,2023-05-10T12:52:57Z,172.99999999999997
NA,NA,NA,23_3_2666,2666,561,JMD,6/11/2023,06:20:00,0.4,53.1,Clear,55.3,72.3,0,"Small field surrounded by tall/dense trees near highway, regular traffic/ Hazelnut field across. Steep shoulders.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-11,6H 20M 0S,2666,162,2023,2023-06-11T12:29:28Z,50.99999999999998
NA,NA,NA,23_3_2712,2712,577,JMD,6/15/2023,06:30:00,0,55.3,Partly cloudy,47.5,59.6,0,"West field is mint, smells amazing. East side if mowed down grass field.
Swallows, RWBB.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-15,6H 30M 0S,2712,166,2023,2023-06-15T12:29:05Z,61
NA,NA,NA,23_3_2771,2771,437,JMD,5/10/2023,07:36:00,0.4,56,Partly cloudy,65.9,85.1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10,7H 36M 0S,2771,130,2023,2023-05-10T12:52:57Z,103.99999999999994
NA,NA,NA,23_3_2839,2839,319,MLG,6/1/2023,09:42:00,2.4,63.5,Clear,11.4,77.9,0,"Other sp. WRBL, SOSP, GBHE
On hwy99, lots of traffic. Pond on E side of point, ag field to W, trees SW",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-01,9H 42M 0S,2839,152,2023,2023-06-01T12:33:03Z,248.99999999999997
NA,NA,NA,23_3_3032,3032,226,ATC,5/4/2023,07:42:00,0.8,51.9,Mostly cloudy,52,78,0,Neighborhood,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-04,7H 42M 0S,3032,124,2023,2023-05-04T13:00:48Z,102.00000000000001
NA,NA,NA,23_3_3035,3035,512,JMD,5/30/2023,07:25:00,2.5,52.5,Mostly cloudy,66.6,86.1,0,"Busy highway nearby, occasional traffic down site road. Lots of robins and blackbirds. South side of road has homes nearby.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-30,7H 25M 0S,3035,150,2023,2023-05-30T12:34:12Z,111.00000000000003
NA,NA,NA,23_3_3056,3056,232,ATC,5/3/2023,08:32:00,0,58.6,Mostly cloudy,47.4,74.9,0,"houses on the left, pasture with hoeses on the right",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-03,8H 32M 0S,3056,123,2023,2023-05-03T13:02:11Z,150
NA,NA,NA,23_3_3170,3170,529,JMD,6/5/2023,07:30:00,0.7,52,Clear,54.3,75.4,0,"Gravel road. Not an ideal spot on this road, other areas on this raod are more suitavle with less trees and a wider visibility range. Single car drove by very slowly.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05,7H 30M 0S,3170,156,2023,2023-06-05T12:31:11Z,119
NA,NA,NA,23_3_3238,3238,417,ATC,6/7/2023,07:07:00,1.3,57.7,Fog or smoke,48.1,77.3,0,"gravel road, grass seed fields, hazelnut orchard to right of road, 2 AMKE nearby, big dust cloud moved in",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-07,7H 7M 0S,3238,158,2023,2023-06-07T12:30:28Z,96.99999999999997
NA,NA,NA,23_3_3241,3241,416,ATC,6/7/2023,06:25:00,1.8,57.3,Partly cloudy,52.2,74.1,0,"grass seed and unmanaged fields, gravel road, hazelnut orchard nearby, a few buildings",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-07,6H 25M 0S,3241,158,2023,2023-06-07T12:30:28Z,55.000000000000014
NA,NA,NA,23_3_3255,3255,297,ATC,5/24/2023,07:25:00,0,50.9,Partly cloudy,41.5,58.9,0,"grass seed to the left, field to the right with tall grass + forbs, trees along side of road",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-24,7H 25M 0S,3255,144,2023,2023-05-24T12:38:30Z,107.00000000000004
NA,NA,NA,23_3_3256,3256,296,ATC,5/24/2023,07:47:00,0,61.5,Partly cloudy,46.4,72.5,0,"fields with grass of variable height, forbs, marshy areas",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-24,7H 47M 0S,3256,144,2023,2023-05-24T12:38:30Z,129.00000000000003
